AC1-7329-T2-ITS	T2_run4_new	ITS	555140
AC2-7464-T2-ITS	T2_run4_new	ITS	248413
AC2-7474-T2-ITS	T2_run4_new	ITS	331127
AC7-7032-T2-ITS	T2_run4_new	ITS	327743
AC7-7592-T2-ITS	T2_run4_new	ITS	295086
AC8-7174-T2-ITS	T2_run4_new	ITS	357732
AC8-7541-T2-ITS	T2_run4_new	ITS	252317
AC9-7142-T2-ITS	T2_run4_new	ITS	266336
AC9-7346-T2-ITS	T2_run4_new	ITS	210722
BB1-7238-T2-ITS	T2_run4_new	ITS	394148
BB1-7409-T2-ITS	T2_run4_new	ITS	332635
BB2-7590-T2-ITS	T2_run4_new	ITS	348251
BB3-7126-T2-ITS	T2_run4_new	ITS	423608
BB5-7171-T2-ITS	T2_run4_new	ITS	395131
BB5-7412-T2-ITS	T2_run4_new	ITS	399941
BB7-7268-T2-ITS	T2_run4_new	ITS	340567
BE2-7510-T2-ITS	T2_run4_new	ITS	222753
BE3-7156-T2-ITS	T2_run4_new	ITS	354272
BE3-7237-T2-ITS	T2_run4_new	ITS	471906
BE4-7267-T2-ITS	T2_run4_new	ITS	363674
BE4-7607-T2-ITS	T2_run4_new	ITS	486298
BE5-7334-T2-ITS	T2_run4_new	ITS	372748
BE5-7509-T2-ITS	T2_run4_new	ITS	274087
BE7-7378-T2-ITS	T2_run4_new	ITS	349565
BW10-7396-T2-ITS	T2_run4_new	ITS	413224
BW2-7025-T2-ITS	T2_run4_new	ITS	321573
BW2-7362-T2-ITS	T2_run4_new	ITS	352775
BW6-7173-T2-ITS	T2_run4_new	ITS	426058
BW6-7284-T2-ITS	T2_run4_new	ITS	473311
BW7-7366-T2-ITS	T2_run4_new	ITS	395527
BW7-7506-T2-ITS	T2_run4_new	ITS	272948
CG2-7160-T2-ITS	T2_run4_new	ITS	602493
CG2-7208-T2-ITS	T2_run4_new	ITS	470009
CG3-7382-T2-ITS	T2_run4_new	ITS	263991
CG3-7651-T2-ITS	T2_run4_new	ITS	277678
CG6-7014-T2-ITS	T2_run4_new	ITS	264525
CG7-7574-T2-ITS	T2_run4_new	ITS	358081
CG7-7655-T2-ITS	T2_run4_new	ITS	296506
CG8-7522-T2-ITS	T2_run4_new	ITS	384078
CG8-7544-T2-ITS	T2_run4_new	ITS	277585
CR10-7431-T2-ITS	T2_run4_new	ITS	181567
CR3-7445-T2-ITS	T2_run4_new	ITS	347939
CR3-7619-T2-ITS	T2_run4_new	ITS	297802
CR4-7143-T2-ITS	T2_run4_new	ITS	375565
CR4-7671-T2-ITS	T2_run4_new	ITS	383003
CR7-7154-T2-ITS	T2_run4_new	ITS	357821
CR7-7652-T2-ITS	T2_run4_new	ITS	355034
CR9-7298-T2-ITS	T2_run4_new	ITS	365474
CR9-7320-T2-ITS	T2_run4_new	ITS	287540
EP5-Amp-Blank-T2-ITS	T2_run4_new	ITS	236454
EP5-DNAblank-T2-ITS	T2_run4_new	ITS	208696
EP5-Idx-Blank-T2-ITS	T2_run4_new	ITS	281458
EP5-Pine-Rep1-T2-ITS	T2_run4_new	ITS	377631
EP5-Pine-Rep2-T2-ITS	T2_run4_new	ITS	243408
EP5-Pine-Rep3-T2-ITS	T2_run4_new	ITS	365622
EP5-Syn-Extr-T2-ITS	T2_run4_new	ITS	282090
EP5-Syn-Rep1-T2-ITS	T2_run4_new	ITS	289808
EP5-Syn-Rep2-T2-ITS	T2_run4_new	ITS	217196
EP5-Syn-Rep3-T2-ITS	T2_run4_new	ITS	228034
EP5-Syn-Rep4-T2-ITS	T2_run4_new	ITS	361531
GC1-7128-T2-ITS	T2_run4_new	ITS	466271
GC1-7368-T2-ITS	T2_run4_new	ITS	292622
GC2-7078-T2-ITS	T2_run4_new	ITS	275572
GC2-7507-T2-ITS	T2_run4_new	ITS	229712
GC5-7457-T2-ITS	T2_run4_new	ITS	311527
GC8-7367-T2-ITS	T2_run4_new	ITS	385770
GC8-7377-T2-ITS	T2_run4_new	ITS	190968
GC9-7537-T2-ITS	T2_run4_new	ITS	489154
GC9-7589-T2-ITS	T2_run4_new	ITS	390065
GE1-7112-T2-ITS	T2_run4_new	ITS	333055
GE1-7638-T2-ITS	T2_run4_new	ITS	375306
GE2-7383-T2-ITS	T2_run4_new	ITS	130945
GE6-7205-T2-ITS	T2_run4_new	ITS	177649
GE7-7427-T2-ITS	T2_run4_new	ITS	296964
GE7-7575-T2-ITS	T2_run4_new	ITS	460475
GE9-7272-T2-ITS	T2_run4_new	ITS	521407
GE9-7480-T2-ITS	T2_run4_new	ITS	313943
GT1-7236-T2-ITS	T2_run4_new	ITS	325265
GT1-7384-T2-ITS	T2_run4_new	ITS	357434
GT2-7297-T2-ITS	T2_run4_new	ITS	442412
GT2-7573-T2-ITS	T2_run4_new	ITS	420361
GT5-7107-T2-ITS	T2_run4_new	ITS	251587
GT5-7253-T2-ITS	T2_run4_new	ITS	416233
GT6-7349-T2-ITS	T2_run4_new	ITS	352238
GT6-7618-T2-ITS	T2_run4_new	ITS	353138
GT8-7009-T2-ITS	T2_run4_new	ITS	386099
GT8-7254-T2-ITS	T2_run4_new	ITS	300597
RM10-7352-T2-ITS	T2_run4_new	ITS	448751
RM1-7523-T2-ITS	T2_run4_new	ITS	242283
RM1-7665-T2-ITS	T2_run4_new	ITS	594008
RM3-7538-T2-ITS	T2_run4_new	ITS	367060
RM3-7623-T2-ITS	T2_run4_new	ITS	368623
RM4-7411-T2-ITS	T2_run4_new	ITS	373022
RM4-7620-T2-ITS	T2_run4_new	ITS	312878
RM6-7031-T2-ITS	T2_run4_new	ITS	237631
RM6-7203-T2-ITS	T2_run4_new	ITS	537522
