AC2-7049-T1-ITS	T1_run1_new	ITS	240183
AC2-7474-T1-ITS	T1_run1_new	ITS	192866
AC7-7032-T1-ITS	T1_run1_new	ITS	204864
AC7-7439-T1-ITS	T1_run1_new	ITS	195363
AC8-7184-T1-ITS	T1_run1_new	ITS	147122
AC9-7346-T1-ITS	T1_run1_new	ITS	226273
AC9-7660-T1-ITS	T1_run1_new	ITS	257616
BB1-7504-T1-ITS	T1_run1_new	ITS	190241
BB2-7055-T1-ITS	T1_run1_new	ITS	198414
BB2-7542-T1-ITS	T1_run1_new	ITS	220303
BB3-7126-T1-ITS	T1_run1_new	ITS	174763
BB3-7657-T1-ITS	T1_run1_new	ITS	172160
BB5-7600-T1-ITS	T1_run1_new	ITS	243030
BB7-7181-T1-ITS	T1_run1_new	ITS	350115
BB7-7224-T1-ITS	T1_run1_new	ITS	234870
BE2-7500-T1-ITS	T1_run1_new	ITS	241254
BE3-7156-T1-ITS	T1_run1_new	ITS	167408
BE3-7245-T1-ITS	T1_run1_new	ITS	163564
BE4-7607-T1-ITS	T1_run1_new	ITS	173272
BE4-7663-T1-ITS	T1_run1_new	ITS	216514
BE5-7132-T1-ITS	T1_run1_new	ITS	132101
BE5-7146-T1-ITS	T1_run1_new	ITS	226845
BE5-7509-T1-ITS	T1_run1_new	ITS	204453
BW10-7534-T1-ITS	T1_run1_new	ITS	167025
BW10-7633-T1-ITS	T1_run1_new	ITS	150691
BW2-7025-T1-ITS	T1_run1_new	ITS	140381
BW2-7628-T1-ITS	T1_run1_new	ITS	231880
BW3-7101-T1-ITS	T1_run1_new	ITS	156279
BW6-7035-T1-ITS	T1_run1_new	ITS	164472
BW6-7284-T1-ITS	T1_run1_new	ITS	344677
BW6-7567-T1-ITS	T1_run1_new	ITS	183965
BW7-7506-T1-ITS	T1_run1_new	ITS	63893
BW7-7593-T1-ITS	T1_run1_new	ITS	254937
CG2-7148-T1-ITS	T1_run1_new	ITS	277693
CG2-7160-T1-ITS	T1_run1_new	ITS	158020
CG3-7376-T1-ITS	T1_run1_new	ITS	143078
CG3-7382-T1-ITS	T1_run1_new	ITS	93972
CG4-7406-T1-ITS	T1_run1_new	ITS	265216
CG7-7434-T1-ITS	T1_run1_new	ITS	140567
CG7-7574-T1-ITS	T1_run1_new	ITS	101896
CG8-7084-T1-ITS	T1_run1_new	ITS	196904
CG8-7544-T1-ITS	T1_run1_new	ITS	203517
CR10-7348-T1-ITS	T1_run1_new	ITS	352579
CR3-7445-T1-ITS	T1_run1_new	ITS	397187
CR4-7143-T1-ITS	T1_run1_new	ITS	125854
CR4-7211-T1-ITS	T1_run1_new	ITS	250736
CR4-7671-T1-ITS	T1_run1_new	ITS	301134
CR7-7154-T1-ITS	T1_run1_new	ITS	227041
CR7-7183-T1-ITS	T1_run1_new	ITS	194291
CR9-7320-T1-ITS	T1_run1_new	ITS	180236
EP1-Idx-Blank-T1-ITS	T1_run1_new	ITS	71145
EP1-Pine-Rep1-T1-ITS	T1_run1_new	ITS	462690
EP1-Pine-Rep2-T1-ITS	T1_run1_new	ITS	229593
