Sample_ID	Tree_genotype	Tree_provenance_pop	Tree_provenance_fam	Sampling_timepoint	Raw_reads	Filtered	Denoised	Merged	Non_chimeric	Non_mito_chlor	Non_syn_comm	No_unassigned	Final_reads_per_sample
AC2-7049-T3-ITS	7049	AC	AC2	T3	405701	355602	355102	353415	349739	322845	322845	322745	322745
AC2-7291-T3-ITS	7291	AC	AC2	T3	0	NA	NA	NA	NA	NA	NA	NA	NA
AC2-7464-T3-ITS	7464	AC	AC2	T3	377122	323670	323177	317054	312925	205135	205135	205118	205118
AC2-7474-T3-ITS	7474	AC	AC2	T3	0	NA	NA	NA	NA	NA	NA	NA	NA
AC7-7032-T3-ITS	7032	AC	AC7	T3	417771	354026	353529	351704	349684	261340	261340	260969	260969
AC7-7439-T3-ITS	7439	AC	AC7	T3	418913	354344	353742	351937	350045	297816	297816	297655	297655
AC7-7592-T3-ITS	7592	AC	AC7	T3	535774	464756	464329	451103	444069	299294	299282	299218	299218
AC7-7611-T3-ITS	7611	AC	AC7	T3	199716	175675	175343	169312	165929	75335	75335	75335	75335
AC8-7174-T3-ITS	7174	AC	AC8	T3	433868	368758	367975	365901	363204	320915	320915	320238	320238
AC8-7184-T3-ITS	7184	AC	AC8	T3	579717	494568	493936	488070	479916	394602	394602	394540	394540
AC8-7453-T3-ITS	7453	AC	AC8	T3	322801	283562	283163	281229	279043	191275	191275	191268	191268
AC8-7541-T3-ITS	7541	AC	AC8	T3	459815	387441	386833	383609	379221	255653	255653	254757	254757
AC9-7099-T3-ITS	7099	AC	AC9	T3	257663	225027	224538	223162	221772	185891	185891	185875	185875
AC9-7142-T3-ITS	7142	AC	AC9	T3	347304	307633	306875	305662	302347	284929	284929	283847	283847
AC9-7346-T3-ITS	7346	AC	AC9	T3	282023	234702	234061	231745	230192	201269	201269	200633	200633
AC9-7660-T3-ITS	7660	AC	AC9	T3	282075	246540	246123	244826	243596	207035	207035	207023	207023
BB1-7232-T3-ITS	7232	BB	BB1	T3	344381	300769	300358	297764	295028	213086	213086	213051	213051
BB1-7238-T3-ITS	7238	BB	BB1	T3	520692	458444	457704	434735	428239	343228	343228	342188	342188
BB1-7409-T3-ITS	7409	BB	BB1	T3	338859	285726	285277	281930	279974	239153	239153	238024	238024
BB1-7504-T3-ITS	7504	BB	BB1	T3	376436	320119	319367	318049	314121	237692	237692	237657	237657
BB2-7039-T3-ITS	7039	BB	BB2	T3	282594	234292	233788	232689	230733	200961	200961	200206	200206
BB2-7055-T3-ITS	7055	BB	BB2	T3	387241	331818	331166	316776	311077	160780	160780	160634	160634
BB2-7542-T3-ITS	7542	BB	BB2	T3	433659	369340	368683	354150	341318	172180	172180	172144	172144
BB2-7590-T3-ITS	7590	BB	BB2	T3	466235	400620	400056	397011	391773	244607	244607	244576	244576
BB3-7126-T3-ITS	7126	BB	BB3	T3	258563	225204	224723	223914	222092	192978	192978	192890	192890
BB3-7657-T3-ITS	7657	BB	BB3	T3	316482	278513	278146	276760	273668	221800	221800	221669	221669
BB5-7171-T3-ITS	7171	BB	BB5	T3	413233	360754	360336	348534	341895	218416	218416	218363	218363
BB5-7326-T3-ITS	7326	BB	BB5	T3	493970	431575	430855	428126	423102	387524	387524	386897	386897
BB5-7412-T3-ITS	7412	BB	BB5	T3	290098	235824	235243	234198	232799	208550	208550	208377	208377
BB5-7600-T3-ITS	7600	BB	BB5	T3	386906	337557	336999	330852	324322	186569	186569	186542	186542
BB7-7181-T3-ITS	7181	BB	BB7	T3	643988	535899	535257	533234	530520	454496	454496	453726	453726
BB7-7224-T3-ITS	7224	BB	BB7	T3	375640	292771	292369	290511	288199	234237	234237	233190	233190
BB7-7227-T3-ITS	7227	BB	BB7	T3	457025	393947	393362	391454	388067	265569	265569	265553	265553
BB7-7268-T3-ITS	7268	BB	BB7	T3	541630	474080	473321	470550	464781	320979	320979	320973	320973
BE2-7069-T3-ITS	7069	BE	BE2	T3	324678	275003	274532	268951	266236	193114	193114	193034	193034
BE2-7141-T3-ITS	7141	BE	BE2	T3	350528	308699	308368	302613	299936	234226	234226	234161	234161
BE2-7500-T3-ITS	7500	BE	BE2	T3	764634	668391	667559	662922	657205	559083	559083	559055	559055
BE2-7510-T3-ITS	7510	BE	BE2	T3	339811	294456	294056	292725	287518	165645	165645	165624	165624
BE3-7156-T3-ITS	7156	BE	BE3	T3	418691	367403	366888	364626	360050	306559	306559	306203	306203
BE3-7237-T3-ITS	7237	BE	BE3	T3	294925	257055	256720	254484	252720	177557	177557	177547	177547
BE3-7245-T3-ITS	7245	BE	BE3	T3	423382	365915	365339	363759	361346	288648	288648	288533	288533
BE3-7514-T3-ITS	7514	BE	BE3	T3	216425	183855	183409	182741	180847	162093	162093	162007	162007
BE4-7003-T3-ITS	7003	BE	BE4	T3	401054	351932	351377	349572	347339	273295	273295	272884	272884
BE4-7267-T3-ITS	7267	BE	BE4	T3	481185	413400	412489	410795	405113	315231	315231	315229	315229
BE4-7607-T3-ITS	7607	BE	BE4	T3	221847	183487	183022	182144	180078	140551	140551	140371	140371
BE4-7663-T3-ITS	7663	BE	BE4	T3	418347	355598	354964	344934	340697	217883	217883	217862	217862
BE5-7132-T3-ITS	7132	BE	BE5	T3	321065	281295	280723	279337	275268	243085	243085	242974	242974
BE5-7146-T3-ITS	7146	BE	BE5	T3	326686	284728	284126	281805	279056	248058	248058	248026	248026
BE5-7334-T3-ITS	7334	BE	BE5	T3	391317	337557	336718	333838	329811	303872	303872	303790	303790
BE5-7509-T3-ITS	7509	BE	BE5	T3	334092	275746	274990	273048	270107	221450	221450	220830	220830
BE7-7019-T3-ITS	7019	BE	BE7	T3	436765	355510	355122	353472	350676	203415	203415	203410	203410
BE7-7378-T3-ITS	7378	BE	BE7	T3	321269	266646	266166	265139	262818	227394	227394	227290	227290
BE7-7455-T3-ITS	7455	BE	BE7	T3	330687	290175	289521	287060	285433	246774	246774	246747	246747
BE7-7585-T3-ITS	7585	BE	BE7	T3	414559	364814	364039	362667	357844	318731	318731	318435	318435
BW10-7357-T3-ITS	7357	BW	BW10	T3	425438	369391	368807	366805	362019	314218	314218	313616	313616
BW10-7396-T3-ITS	7396	BW	BW10	T3	385369	325984	325398	323447	321200	245638	245638	245521	245521
BW10-7534-T3-ITS	7534	BW	BW10	T3	420611	346717	346159	344132	340916	269693	269693	269562	269562
BW10-7633-T3-ITS	7633	BW	BW10	T3	330632	272632	272023	270858	269460	215378	215378	215010	215010
BW2-7025-T3-ITS	7025	BW	BW2	T3	302387	258241	257778	255623	253410	151552	151552	151552	151552
BW2-7261-T3-ITS	7261	BW	BW2	T3	395472	345592	345268	332956	327259	194234	194234	194164	194164
BW2-7362-T3-ITS	7362	BW	BW2	T3	377460	318515	317658	316519	312129	280942	280942	280815	280815
BW2-7628-T3-ITS	7628	BW	BW2	T3	443257	386677	386134	384627	379987	338940	338940	338831	338831
BW3-7101-T3-ITS	7101	BW	BW3	T3	391945	343500	342685	337282	334279	286341	286341	286275	286275
BW3-7429-T3-ITS	7429	BW	BW3	T3	433105	367133	366462	361913	358140	292030	292030	291859	291859
BW3-7594-T3-ITS	7594	BW	BW3	T3	288745	249305	248917	247357	235029	197058	197058	196750	196750
BW6-7035-T3-ITS	7035	BW	BW6	T3	391046	332524	331786	329713	326327	229066	229066	225164	225164
BW6-7173-T3-ITS	7173	BW	BW6	T3	383312	279511	279091	276133	270563	169079	169079	169017	169017
BW6-7284-T3-ITS	7284	BW	BW6	T3	255918	216138	215432	214185	212173	194051	194051	192586	192586
BW6-7567-T3-ITS	7567	BW	BW6	T3	390939	336594	336070	324383	318956	182003	182003	181935	181935
BW7-7366-T3-ITS	7366	BW	BW7	T3	432836	378213	377576	376002	370880	328450	328450	328285	328285
BW7-7506-T3-ITS	7506	BW	BW7	T3	285146	248300	247832	243382	240191	200630	200630	200582	200582
BW7-7581-T3-ITS	7581	BW	BW7	T3	448431	391657	390832	389080	386411	342516	342516	342446	342446
BW7-7593-T3-ITS	7593	BW	BW7	T3	311816	267188	266917	265584	264539	206533	206533	206475	206475
CG2-7072-T3-ITS	7072	CG	CG2	T3	351534	296850	296200	293331	291128	186655	186655	186615	186615
CG2-7148-T3-ITS	7148	CG	CG2	T3	490042	413352	412568	408602	406116	343976	343976	343764	343764
CG2-7160-T3-ITS	7160	CG	CG2	T3	347334	300790	300145	298264	294389	235561	235561	235449	235449
CG2-7208-T3-ITS	7208	CG	CG2	T3	366559	304724	304340	302739	301169	253879	253879	253801	253801
CG3-7376-T3-ITS	7376	CG	CG3	T3	482109	426025	425135	423047	415051	376678	376678	376192	376192
CG3-7382-T3-ITS	7382	CG	CG3	T3	474762	411093	410645	408211	404441	379844	379844	379729	379729
CG3-7515-T3-ITS	7515	CG	CG3	T3	559575	486361	485667	481905	477410	361110	361110	360308	360308
CG3-7651-T3-ITS	7651	CG	CG3	T3	336457	293678	293039	291019	289544	237691	237691	237546	237546
CG4-7097-T3-ITS	7097	CG	CG4	T3	363101	313507	312994	311950	310681	274742	274734	274724	274724
CG4-7218-T3-ITS	7218	CG	CG4	T3	439633	381601	380993	378179	375664	316629	316629	316465	316465
CG4-7406-T3-ITS	7406	CG	CG4	T3	459129	404338	403682	401172	398018	348566	348566	348375	348375
CG4-7425-T3-ITS	7425	CG	CG4	T3	387762	330124	329473	327879	325727	279643	279643	279251	279251
CG6-7014-T3-ITS	7014	CG	CG6	T3	377379	323339	322658	320922	318048	247567	247567	247527	247527
CG6-7344-T3-ITS	7344	CG	CG6	T3	283564	248026	247654	246446	243572	213524	213524	213513	213513
CG6-7551-T3-ITS	7551	CG	CG6	T3	420366	370340	369690	367596	365530	296357	296357	296091	296091
CG7-7197-T3-ITS	7197	CG	CG7	T3	392182	337106	336406	334983	331565	263846	263846	263810	263810
CG7-7434-T3-ITS	7434	CG	CG7	T3	346330	295248	294474	293016	290488	278189	278189	278145	278145
CG7-7574-T3-ITS	7574	CG	CG7	T3	358340	281863	281294	279530	277012	198979	198979	198899	198899
CG7-7655-T3-ITS	7655	CG	CG7	T3	417737	362587	361857	360011	357783	276557	276557	275930	275930
CG8-7084-T3-ITS	7084	CG	CG8	T3	392605	341894	341069	338757	333303	305113	305113	304897	304897
CG8-7522-T3-ITS	7522	CG	CG8	T3	335306	288027	287249	286169	283480	238169	238169	238150	238150
CG8-7544-T3-ITS	7544	CG	CG8	T3	308023	243378	242905	237550	236425	175061	175061	175007	175007
CR10-7348-T3-ITS	7348	CR	CR10	T3	568145	498407	497308	494096	491069	406099	406099	405639	405639
CR10-7431-T3-ITS	7431	CR	CR10	T3	502816	433630	432844	431231	427160	365598	365598	365098	365098
CR10-7497-T3-ITS	7497	CR	CR10	T3	279422	227163	226574	225670	223544	210500	210500	210260	210260
CR10-7549-T3-ITS	7549	CR	CR10	T3	322349	278302	277864	276625	274494	194716	194716	194443	194443
CR3-7338-T3-ITS	7338	CR	CR3	T3	379030	340856	340584	334364	325655	325047	325047	325047	NA
CR3-7445-T3-ITS	7445	CR	CR3	T3	418751	337978	336949	326609	323688	289293	289293	288933	288933
CR3-7619-T3-ITS	7619	CR	CR3	T3	259058	227110	226533	225378	223493	184207	184207	183303	183303
CR3-7642-T3-ITS	7642	CR	CR3	T3	468205	400088	399614	397140	394362	303054	303054	302284	302284
CR4-7135-T3-ITS	7135	CR	CR4	T3	312349	270150	269588	268251	265494	229504	229504	229297	229297
CR4-7143-T3-ITS	7143	CR	CR4	T3	450225	387004	386145	384253	380629	317027	317027	316028	316028
CR4-7211-T3-ITS	7211	CR	CR4	T3	216713	179832	179216	177261	176667	121325	121325	121315	121315
CR4-7671-T3-ITS	7671	CR	CR4	T3	373483	276554	275998	274535	272818	205388	205388	204994	204994
CR7-7154-T3-ITS	7154	CR	CR7	T3	225196	195099	194675	193571	191833	164207	164207	164174	164174
CR7-7183-T3-ITS	7183	CR	CR7	T3	514882	447712	446965	444452	441301	368265	368265	368069	368069
CR7-7648-T3-ITS	7648	CR	CR7	T3	220555	194894	194473	191778	189815	110898	110747	110744	110744
CR7-7652-T3-ITS	7652	CR	CR7	T3	436947	381587	381167	378355	375975	248752	248752	248654	248654
CR9-7298-T3-ITS	7298	CR	CR9	T3	311408	274521	273770	271859	269265	244117	244117	244087	244087
CR9-7320-T3-ITS	7320	CR	CR9	T3	302668	251683	250903	249536	247833	192127	192127	191763	191763
CR9-7389-T3-ITS	7389	CR	CR9	T3	386041	320386	319304	308550	306450	236259	236259	236166	236166
CR9-7469-T3-ITS	7469	CR	CR9	T3	285829	232847	232202	230384	229332	166080	166080	166034	166034
GC1-7085-T3-ITS	7085	GC	GC1	T3	375188	327326	326644	325154	321161	288538	288538	287785	287785
GC1-7128-T3-ITS	7128	GC	GC1	T3	459089	369580	368810	366738	362212	310963	310959	310598	310598
GC1-7294-T3-ITS	7294	GC	GC1	T3	392564	311508	310867	309524	307670	262017	262017	260785	260785
GC1-7368-T3-ITS	7368	GC	GC1	T3	546653	471414	470680	468091	462108	324372	324372	323993	323993
GC2-7078-T3-ITS	7078	GC	GC2	T3	376330	322681	322062	320014	317977	272169	272169	271917	271917
GC2-7136-T3-ITS	7136	GC	GC2	T3	519665	449110	448231	444918	440672	394246	394246	393968	393968
GC2-7276-T3-ITS	7276	GC	GC2	T3	319584	266808	266447	265202	261911	225322	225322	225232	225232
GC2-7507-T3-ITS	7507	GC	GC2	T3	453308	393368	392570	389760	385916	297661	297657	297172	297172
GC5-7089-T3-ITS	7089	GC	GC5	T3	393378	323123	320896	318671	315715	253864	253864	253818	253818
GC5-7178-T3-ITS	7178	GC	GC5	T3	396761	348256	347712	345390	341165	298663	298663	298462	298462
GC5-7457-T3-ITS	7457	GC	GC5	T3	382659	310929	310180	302596	299469	207322	207318	207250	207250
GC8-7367-T3-ITS	7367	GC	GC8	T3	370326	324042	323450	321228	318229	251601	251601	251564	251564
GC8-7377-T3-ITS	7377	GC	GC8	T3	296316	245299	244814	243658	240629	186040	186040	185847	185847
GC8-7501-T3-ITS	7501	GC	GC8	T3	364961	311361	310897	309213	306645	263699	263699	263662	263662
GC8-7582-T3-ITS	7582	GC	GC8	T3	384335	317838	317240	315563	312661	247497	247497	247420	247420
GC9-7100-T3-ITS	7100	GC	GC9	T3	533314	467632	466858	463671	460313	393743	393743	393405	393405
GC9-7275-T3-ITS	7275	GC	GC9	T3	460331	336840	336049	334609	332852	277836	277836	277694	277694
GC9-7537-T3-ITS	7537	GC	GC9	T3	339497	293295	292515	291015	288827	242599	242599	242287	242287
GC9-7589-T3-ITS	7589	GC	GC9	T3	373018	326071	325569	323860	319192	295369	295369	295183	295183
GE1-7087-T3-ITS	7087	GE	GE1	T3	353449	308507	308113	306928	299718	236994	236994	236855	236855
GE1-7112-T3-ITS	7112	GE	GE1	T3	320428	248334	247836	245738	243839	207859	207859	207717	207717
GE1-7638-T3-ITS	7638	GE	GE1	T3	233944	185363	184770	183826	182062	129496	129470	129358	129358
GE1-7647-T3-ITS	7647	GE	GE1	T3	368806	324930	324336	322005	319470	294490	294490	294147	294147
GE2-7383-T3-ITS	7383	GE	GE2	T3	345151	250280	249779	244786	242653	193639	193639	193542	193542
GE2-7483-T3-ITS	7483	GE	GE2	T3	362197	315606	315109	313060	307945	254391	254391	253955	253955
GE2-7530-T3-ITS	7530	GE	GE2	T3	400584	348204	347767	345561	340726	276895	276871	276660	276660
GE2-7555-T3-ITS	7555	GE	GE2	T3	323843	284250	283814	280671	278108	245898	245898	245723	245723
GE6-7040-T3-ITS	7040	GE	GE6	T3	358543	308632	308019	289722	285652	206703	206703	206681	206681
GE6-7186-T3-ITS	7186	GE	GE6	T3	378315	330526	330002	327393	324957	248984	248984	248856	248856
GE6-7205-T3-ITS	7205	GE	GE6	T3	272064	233520	232868	231841	229386	207071	207071	206634	206634
GE6-7213-T3-ITS	7213	GE	GE6	T3	448386	380443	379613	377874	374382	345331	345331	342691	342691
GE7-7423-T3-ITS	7423	GE	GE7	T3	260629	220906	220349	217584	215795	168844	168844	168814	168814
GE7-7427-T3-ITS	7427	GE	GE7	T3	395746	351174	350629	344334	339524	207813	207813	207805	207805
GE7-7575-T3-ITS	7575	GE	GE7	T3	376835	320754	320164	315754	309547	288824	288824	287988	287988
GE7-7658-T3-ITS	7658	GE	GE7	T3	334031	292225	290976	289435	287157	221012	221012	220993	220993
GE8-7242-T3-ITS	7242	GE	GE8	T3	475079	401226	400722	399157	396456	366452	366452	366277	366277
GE8-7333-T3-ITS	7333	GE	GE8	T3	403999	354764	353924	351339	349359	316024	316024	315700	315700
GE8-7645-T3-ITS	7645	GE	GE8	T3	357881	307979	307443	299672	295319	191743	191743	191730	191730
GE9-7002-T3-ITS	7002	GE	GE9	T3	326348	280192	279596	278249	276835	213019	213016	212731	212731
GE9-7053-T3-ITS	7053	GE	GE9	T3	279669	240229	239655	238667	236803	175052	175048	174406	174406
GE9-7272-T3-ITS	7272	GE	GE9	T3	401666	356285	355569	354222	349591	280745	280745	280737	280737
GE9-7480-T3-ITS	7480	GE	GE9	T3	334018	285824	285321	284055	281085	209351	209351	208836	208836
GT1-7236-T3-ITS	7236	GT	GT1	T3	266875	229944	229373	227408	224248	114549	114549	114535	114535
GT1-7384-T3-ITS	7384	GT	GT1	T3	369867	320789	318874	317172	314829	281229	281229	281081	281081
GT1-7407-T3-ITS	7407	GT	GT1	T3	292722	249696	249090	248098	245834	230918	230918	230542	230542
GT1-7482-T3-ITS	7482	GT	GT1	T3	361000	312167	311809	299727	293144	121888	121888	121857	121857
GT2-7200-T3-ITS	7200	GT	GT2	T3	562331	483789	482760	479601	474656	397912	397912	396180	396180
GT2-7210-T3-ITS	7210	GT	GT2	T3	270299	228692	228199	227152	224862	197227	197227	197119	197119
GT2-7297-T3-ITS	7297	GT	GT2	T3	277490	234117	233520	232591	231427	170699	170699	170678	170678
GT2-7573-T3-ITS	7573	GT	GT2	T3	354084	299622	299156	288966	283997	186136	186136	185983	185983
GT5-7107-T3-ITS	7107	GT	GT5	T3	319041	268891	268201	266995	263072	219271	219271	219090	219090
GT5-7253-T3-ITS	7253	GT	GT5	T3	316566	271374	270856	268919	265896	196915	196915	196645	196645
GT5-7309-T3-ITS	7309	GT	GT5	T3	380794	297102	296570	294636	292982	196762	196762	196439	196439
GT5-7456-T3-ITS	7456	GT	GT5	T3	355069	313355	312837	306186	302502	199017	199017	198985	198985
GT6-7349-T3-ITS	7349	GT	GT6	T3	363447	301035	300508	298346	295978	263396	263396	263059	263059
GT6-7486-T3-ITS	7486	GT	GT6	T3	289161	251636	250950	249675	248209	200723	200723	199446	199446
GT6-7595-T3-ITS	7595	GT	GT6	T3	436452	346555	345774	344258	340319	299827	299827	299531	299531
GT6-7618-T3-ITS	7618	GT	GT6	T3	393265	321832	321185	319548	314833	275312	275312	275085	275085
GT8-7009-T3-ITS	7009	GT	GT8	T3	433360	380839	380225	378610	372976	332191	332191	332035	332035
GT8-7254-T3-ITS	7254	GT	GT8	T3	363094	314216	313764	311066	309216	233107	233107	233061	233061
GT8-7341-T3-ITS	7341	GT	GT8	T3	421357	354568	354103	352649	347827	320236	320236	319994	319994
GT8-7420-T3-ITS	7420	GT	GT8	T3	318396	280343	279771	270089	261393	88801	88801	88799	88799
RM1-7145-T3-ITS	7145	RM	RM1	T3	456233	400540	399906	389249	384619	348425	348425	348328	348328
RM1-7391-T3-ITS	7391	RM	RM1	T3	303370	265080	264500	260868	258835	201631	201631	201631	201631
RM1-7523-T3-ITS	7523	RM	RM1	T3	433378	358210	357849	355389	350688	238067	238067	237948	237948
RM1-7665-T3-ITS	7665	RM	RM1	T3	297549	258101	257683	255616	251810	139798	139792	139736	139736
RM10-7202-T3-ITS	7202	RM	RM10	T3	337225	283712	283002	281806	278821	241808	241808	241547	241547
RM10-7324-T3-ITS	7324	RM	RM10	T3	415398	356835	356451	351499	347725	246276	246276	246252	246252
RM10-7352-T3-ITS	7352	RM	RM10	T3	330490	273488	272909	271502	267582	185485	185485	185182	185182
RM10-7402-T3-ITS	7402	RM	RM10	T3	450296	376639	376042	374067	368648	316426	316426	316339	316339
RM3-7115-T3-ITS	7115	RM	RM3	T3	336311	296004	295463	294212	289943	247764	247764	247482	247482
RM3-7538-T3-ITS	7538	RM	RM3	T3	257244	216472	215905	213546	210393	191431	191431	191242	191242
RM3-7609-T3-ITS	7609	RM	RM3	T3	321094	268380	267727	266337	263660	215672	215672	215459	215459
RM3-7623-T3-ITS	7623	RM	RM3	T3	407730	343848	343391	341563	337546	256375	256375	255537	255537
RM4-7358-T3-ITS	7358	RM	RM4	T3	326977	285958	285510	283243	281744	213795	213795	213788	213788
RM4-7411-T3-ITS	7411	RM	RM4	T3	561001	478409	477639	474748	469605	428252	428252	427357	427357
RM4-7436-T3-ITS	7436	RM	RM4	T3	373428	324956	324224	322723	317323	281630	281630	281561	281561
RM4-7620-T3-ITS	7620	RM	RM4	T3	410964	356703	356091	343942	341540	280815	280815	280028	280028
RM6-7031-T3-ITS	7031	RM	RM6	T3	185525	161378	160916	160259	158963	137767	137767	137578	137578
RM6-7065-T3-ITS	7065	RM	RM6	T3	414679	363028	362700	349978	344064	207925	207925	207925	207925
RM6-7120-T3-ITS	7120	RM	RM6	T3	366258	304243	303595	301466	296793	242690	242690	242344	242344
RM6-7203-T3-ITS	7203	RM	RM6	T3	356416	297480	296804	294947	292282	269488	269488	268693	268693
