AC1-7050-T2-ITS	T2_run3_new	ITS	327911
AC1-7230-T2-ITS	T2_run3_new	ITS	697767
AC2-7049-T2-ITS	T2_run3_new	ITS	164097
AC2-7291-T2-ITS	T2_run3_new	ITS	480230
AC7-7439-T2-ITS	T2_run3_new	ITS	325368
AC7-7611-T2-ITS	T2_run3_new	ITS	397237
AC8-7184-T2-ITS	T2_run3_new	ITS	383062
AC8-7453-T2-ITS	T2_run3_new	ITS	308507
AC9-7099-T2-ITS	T2_run3_new	ITS	393263
AC9-7660-T2-ITS	T2_run3_new	ITS	234188
BB1-7232-T2-ITS	T2_run3_new	ITS	310820
BB1-7504-T2-ITS	T2_run3_new	ITS	725631
BB2-7039-T2-ITS	T2_run3_new	ITS	259685
BB2-7055-T2-ITS	T2_run3_new	ITS	344330
BB2-7542-T2-ITS	T2_run3_new	ITS	408182
BB3-7657-T2-ITS	T2_run3_new	ITS	716232
BB5-7326-T2-ITS	T2_run3_new	ITS	298437
BB5-7600-T2-ITS	T2_run3_new	ITS	277551
BB7-7181-T2-ITS	T2_run3_new	ITS	418579
BB7-7224-T2-ITS	T2_run3_new	ITS	242356
BB7-7227-T2-ITS	T2_run3_new	ITS	536977
BE2-7069-T2-ITS	T2_run3_new	ITS	281779
BE2-7141-T2-ITS	T2_run3_new	ITS	298148
BE2-7500-T2-ITS	T2_run3_new	ITS	283983
BE3-7245-T2-ITS	T2_run3_new	ITS	194395
BE3-7514-T2-ITS	T2_run3_new	ITS	293385
BE4-7003-T2-ITS	T2_run3_new	ITS	604903
BE4-7663-T2-ITS	T2_run3_new	ITS	298861
BE5-7132-T2-ITS	T2_run3_new	ITS	170473
BE5-7146-T2-ITS	T2_run3_new	ITS	291455
BE7-7019-T2-ITS	T2_run3_new	ITS	174688
BE7-7455-T2-ITS	T2_run3_new	ITS	240607
BE7-7585-T2-ITS	T2_run3_new	ITS	259751
BW10-7357-T2-ITS	T2_run3_new	ITS	410444
BW10-7534-T2-ITS	T2_run3_new	ITS	511962
BW10-7633-T2-ITS	T2_run3_new	ITS	370492
BW2-7261-T2-ITS	T2_run3_new	ITS	255259
BW2-7628-T2-ITS	T2_run3_new	ITS	390171
BW3-7101-T2-ITS	T2_run3_new	ITS	376733
BW3-7429-T2-ITS	T2_run3_new	ITS	342512
BW3-7594-T2-ITS	T2_run3_new	ITS	192465
BW6-7035-T2-ITS	T2_run3_new	ITS	176845
BW6-7567-T2-ITS	T2_run3_new	ITS	208917
BW7-7581-T2-ITS	T2_run3_new	ITS	263994
BW7-7593-T2-ITS	T2_run3_new	ITS	401352
CG2-7072-T2-ITS	T2_run3_new	ITS	358630
CG2-7148-T2-ITS	T2_run3_new	ITS	432115
CG3-7376-T2-ITS	T2_run3_new	ITS	277061
