sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
GE6-7186-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	GE6	GE	Average	Average	Central Atlantic	D	14.01	0.73492038	Average	-7.866666668	Average	-0.66960777	Average	14.66666667	Resistant
BE2-7500-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	BE2	BE	LowNR	Susceptible	Hyper-oceanic	C	12.41	1.38355896	Susceptible	-5.3	Susceptible	4.01919111	Susceptible	34.26666667	Average
CG3-7376-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CG3	CG	HighNR	Resistant	Hyper-oceanic	C	15.92	-1.46811508	Resistant	-16.4	Resistant	-2.51308531	Average	6.4	Resistant
GE2-7555-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	GE2	GE	Resistant	Resistant	Central Atlantic	B	13.53	-1.60175181	Resistant	-12.73333333	Resistant	-2.00419702	Average	14.46666667	Resistant
BB2-7542-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	BB2	BB	Susceptible	Susceptible	Cairngorms	D	10.35	1.57616638	Susceptible	-5	Susceptible	1.55838729	Average	38.6	Average
EP6-Syn-Rep2-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP4	IP11		T2_run3	Syn-Rep	Syn-Rep													
BE2-7141-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	BE2	BE	LowNR	Susceptible	Hyper-oceanic	B	11.14	1.53145736	Susceptible	-6.3	Susceptible	0.00077856	Average	23.33333333	Average
EP6-Syn-Extr-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP4	IP11		T2_run3	Syn-Extr	Syn-Extr													
BW3-7429-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	BW3	BW	Resistant	Resistant	Central Atlantic	B	16.07	-1.40453136	Resistant	-14.33333333	Resistant	-4.08193335	Resistant	8.066666666	Resistant
EP6-Syn-Rep3-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP4	IP11		T2_run3	Syn-Rep	Syn-Rep													
CR10-7348-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CR10	CR	LowDNB	Resistant	Hyper-oceanic	D	14.64	0.7465315	Average	-9.866666666	Average	-0.91451176	Average	14.26666667	Resistant
BW10-7633-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	BW10	BW	LowDNB	Resistant	Central Atlantic	D	13.37	0.12076814	Average	-8	Average	-3.77538178	Resistant	9.066666666	Resistant
EP6-DNAblank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP4	IP11		T2_run3	DNAblank	DNAblank													
GT8-7341-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	GT8	GT	Average	Average	Cairngorms	C	12.41	-0.6754342	Average	-10.56666667	Average	-1.06813724	Average	22.06666667	Average
EP6-Syn-Rep1-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP4	IP11		T2_run3	Syn-Rep	Syn-Rep													
BB7-7224-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	BB7	BB	LowNR	Susceptible	Cairngorms	D	11.14	1.06307536	Susceptible	-5.233333334	Susceptible	-1.02092473	Average	29.6	Average
CG3-7515-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CG3	CG	HighDNB	Susceptible	Hyper-oceanic	A	15.92	-0.2034659	Average	-11.08333333	Average	3.0148872	Susceptible	58.66666667	Susceptible
BB2-7039-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	BB2	BB	Average	Average	Cairngorms	A	10.5	1.07131674	Susceptible	-6.9	Susceptible	-3.59174108	Resistant	39	Average
BB5-7326-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	BB5	BB	HighDNB	Susceptible	Cairngorms	A	13.05	0.03033985	Average	-9.066666666	Average	10.08821383	Susceptible	91.53333333	Susceptible
CR9-7469-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CR9	CR	LowNR	Susceptible	Hyper-oceanic	C	12.73	1.03572018	Susceptible	-6.3	Susceptible	2.74163879	Susceptible	32.6	Average
GC1-7294-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP6_and_EP9	IP11		T2_run3	GC1	GC	HighDNB	Susceptible	Central Atlantic	A	13.05	0.31728758	Average	-8.3	Average	4.67947277	Susceptible	64.40000001	Susceptible
CG4-7425-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CG4	CG	HighNR	Resistant	Hyper-oceanic	B	15.92	-0.700039	Average	-14.46666667	Resistant	-3.78760797	Resistant	7.4	Resistant
CR10-7549-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CR10	CR	Susceptible	Susceptible	Hyper-oceanic	A	9.87	2.57485893	Susceptible	-4.716666666	Susceptible	11.22257436	Susceptible	98.93333333	Susceptible
CG4-7218-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CG4	CG	HighNR	Resistant	Hyper-oceanic	D	16.71	-0.52249	Average	-12.8	Resistant	-2.70137909	Average	17.6	Average
EP6-Pine-Rep3-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP4	IP11		T2_run3	Pine-Rep	Pine-Rep													
AC9-7660-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	AC9	AC	LowNR	Susceptible	Cairngorms	C	7.32	1.73494959	Susceptible	-3.3	Susceptible	2.0688868	Average	35.66666667	Average
CR3-7642-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	CR3	CR	HighNR	Resistant	Hyper-oceanic	A	15.44	-0.92138162	Average	-14.33333333	Resistant	-2.94536265	Average	18.93333333	Average
EP6-Pine-Rep1-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP4	IP11		T2_run3	Pine-Rep	Pine-Rep													
BE7-7585-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP11		T2_run3	BE7	BE	Average	Average	Hyper-oceanic	B	15.92	-1.00638769	Resistant	-10.3	Average	1.2359085	Average	28.66666667	Average
EP6-Amp-Blank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP4	IP11		T2_run3	Amp-Blank	Amp-Blank													
CR4-7135-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	108	T2_run3	CR4	CR	Average	Average	Hyper-oceanic	A	14.32	0.49261376	Average	-9.833333334	Average	-6.29171134	Resistant	25.6	Average
EP4-DNAblank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP5	IP7	0.1	T2_run3	DNAblank	DNAblank													
GT1-7407-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	118	T2_run3	GT1	GT	HighNR	Resistant	Cairngorms	C	11.46	-1.18326896	Resistant	-13.26666667	Resistant	0.38984167	Average	19.06666667	Average
BE4-7003-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	45.6	T2_run3	BE4	BE	Average	Average	Hyper-oceanic	A	17.19	-0.47383025	Average	-9.3	Average	-3.06682711	Resistant	41.86666667	Average
GT2-7210-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	94.4	T2_run3	GT2	GT	Average	Average	Cairngorms	C	14.16	-0.28350871	Average	-10.26666667	Average	2.23387507	Average	28.26666667	Average
GC5-7178-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	70.4	T2_run3	GC5	GC	Average	Average	Central Atlantic	C	12.1	0.49996133	Average	-8.433333332	Average	-2.10404492	Average	18.93333333	Average
CR3-7338-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	34.2	T2_run3	CR3	CR	HighDNB	Susceptible	Hyper-oceanic	C	12.57	0.34382048	Average	-9.266666668	Average	2.61722401	Susceptible	38.93333333	Average
BE5-7132-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	47.4	T2_run3	BE5	BE	Average	Average	Hyper-oceanic	A	16.55	-0.19921107	Average	-9.033333332	Average	-0.89013645	Average	45.26666667	Susceptible
BE3-7514-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	86	T2_run3	BE3	BE	Susceptible	Susceptible	Hyper-oceanic	A	10.66	1.06436647	Susceptible	-6.166666666	Susceptible	0.56520927	Average	47.33333333	Susceptible
BB1-7504-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	87.6	T2_run3	BB1	BB	Vulnerable	Susceptible	Cairngorms	C	8.91	0.64155139	Average	-5.1	Susceptible	-0.32951826	Average	14.26666667	Resistant
BB2-7055-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	89	T2_run3	BB2	BB	LowNR	Susceptible	Cairngorms	C	6.53	2.81686649	Susceptible	-2.233333334	Susceptible	-1.29797532	Average	27.6	Average
RM1-7145-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	78.4	T2_run3	RM1	RM	Average	Average	Cairngorms	C	13.85	-0.7717736	Average	-12.43333333	Resistant	1.90791163	Average	35.46666667	Average
AC7-7611-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	59	T2_run3	AC7	AC	Susceptible	Susceptible	Cairngorms	A	6.21	1.58935151	Susceptible	-3.5	Susceptible	12.1375618	Susceptible	97.26666667	Susceptible
GT2-7200-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	42	T2_run3	GT2	GT	Tolerant	Resistant	Cairngorms	A	13.21	-1.19152868	Resistant	-12.6	Resistant	2.65879516	Susceptible	53.06666667	Susceptible
EP4-Pine-Rep1-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP5	IP7		T2_run3	Pine-Rep	Pine-Rep													
CG4-7406-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	48.2	T2_run3	CG4	CG	Average	Average	Hyper-oceanic	C	18.3	-0.03330288	Average	-12.28333333	Resistant	-3.08335798	Resistant	7	Resistant
GC9-7275-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	60	T2_run3	GC9	GC	Average	Average	Central Atlantic	C	18.46	-0.74121909	Average	-11.86666667	Average	-0.65993	Average	29.73333334	Average
AC2-7291-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	83.4	T2_run3	AC2	AC	Vulnerable	Susceptible	Cairngorms	A	12.89	0.29233049	Average	-6.033333334	Susceptible	-6.80384138	Resistant	13	Resistant
BE2-7069-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	36.6	T2_run3	BE2	BE	Susceptible	Susceptible	Hyper-oceanic	A	6.84	2.58648566	Susceptible	-3.933333334	Susceptible	10.51531153	Susceptible	95.73333334	Susceptible
EP4-Pine-Rep2-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP5	IP7		T2_run3	Pine-Rep	Pine-Rep													
RM3-7609-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	87.8	T2_run3	RM3	RM	Average	Average	Cairngorms	A	13.85	0.82747501	Average	-8.2	Average	2.44117464	Average	46.93333333	Susceptible
GE9-7053-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	104	T2_run3	GE9	GE	LowNR	Susceptible	Central Atlantic	C	7.8	1.81861478	Susceptible	-5.633333334	Susceptible	-0.29538596	Average	23.86666667	Average
CR7-7648-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	82.2	T2_run3	CR7	CR	Average	Average	Hyper-oceanic	A	11.46	0.1037674	Average	-12.01666667	Resistant	0.48009776	Average	40.93333333	Average
RM6-7120-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	88.6	T2_run3	RM6	RM	Average	Average	Cairngorms	C	12.1	-0.64469404	Average	-11.36666667	Average	-2.05936965	Average	23.6	Average
RM6-7065-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	83.2	T2_run3	RM6	RM	Tolerant	Resistant	Cairngorms	A	14.48	-1.52618385	Resistant	-12.8	Resistant	0.6420517	Average	59.33333334	Susceptible
GE2-7530-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	83.6	T2_run3	GE2	GE	Susceptible	Susceptible	Central Atlantic	C	7.64	1.11967578	Susceptible	-3.766666666	Susceptible	4.36784471	Susceptible	50.4	Susceptible
CG2-7148-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	89.4	T2_run3	CG2	CG	Resistant	Resistant	Hyper-oceanic	C	14.8	-1.18217533	Resistant	-14	Resistant	-3.50673114	Resistant	15.86666667	Average
AC2-7049-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	106	T2_run3	AC2	AC	Average	Average	Cairngorms	C	12.73	-0.61585026	Average	-10.66666667	Average	-1.1216405	Average	21.8	Average
BW2-7628-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	83.4	T2_run3	BW2	BW	LowDNB	Resistant	Central Atlantic	C	12.25	-0.54464083	Average	-9.533333332	Average	-1.0690665	Average	15.26666667	Average
GE1-7087-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	79.4	T2_run3	GE1	GE	LowNR	Susceptible	Central Atlantic	C	9.55	1.85900207	Susceptible	-4.333333334	Susceptible	-0.99863285	Average	22.86666667	Average
CG6-7551-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	85.8	T2_run3	CG6	CG	HighNR	Resistant	Hyper-oceanic	A	14.48	-0.98292104	Resistant	-14.3	Resistant	-2.6919277	Average	26.6	Average
EP4-Syn-Extr-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP5	IP7	2.04	T2_run3	Syn-Extr	Syn-Extr													
EP4-Syn-Rep3-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP5	IP7		T2_run3	Syn-Rep	Syn-Rep													
CG4-7097-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	94.8	T2_run3	CG4	CG	Average	Average	Hyper-oceanic	A	14.01	1.43530452	Susceptible	-7.366666666	Average	-1.14380656	Average	45.73333333	Susceptible
CG8-7084-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	112	T2_run3	CG8	CG	HighNR	Resistant	Hyper-oceanic	C	17.03	-1.42035244	Resistant	-15.33333333	Resistant	-0.05640602	Average	22.93333333	Average
GC9-7100-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	99.4	T2_run3	GC9	GC	Average	Average	Central Atlantic	A	12.89	0.00172365	Average	-9.516666666	Average	-3.33090196	Resistant	36.93333333	Average
EP4-Idx-Blank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP5	IP7		T2_run3	Idx-Blank	Idx-Blank													
GC8-7582-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	104	T2_run3	GC8	GC	Average	Average	Central Atlantic	A	9.71	1.67966575	Susceptible	-6.866666666	Susceptible	0.6469695	Average	38	Average
BB1-7232-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	118	T2_run3	BB1	BB	Susceptible	Susceptible	Cairngorms	A	9.55	1.08252768	Susceptible	-5.833333334	Susceptible	9.0727896	Susceptible	86.19999999	Susceptible
AC8-7184-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	96.2	T2_run3	AC8	AC	Tolerant	Resistant	Cairngorms	C	12.89	-1.87447619	Resistant	-13.8	Resistant	-0.46378344	Average	31.6	Average
AC1-7050-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	43.2	T2_run3	AC1	AC	Average	Average	Cairngorms	C	13.37	-0.42499199	Average	-10.23333333	Average	-1.93716859	Average	18.13333333	Average
GT6-7486-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	GT6	GT	Tolerant	Resistant	Cairngorms	A	13.21	-1.19659724	Resistant	-12.26666667	Resistant	-1.25402543	Average	38.53333334	Average
AC1-7230-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	102	T2_run3	AC1	AC	LowNR	Susceptible	Cairngorms	A	8.75	1.06572071	Susceptible	-5.466666668	Susceptible	-3.08189654	Resistant	34.4	Average
GT6-7595-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	116	T2_run3	GT6	GT	Average	Average	Cairngorms	C	15.6	-0.88249078	Average	-9.533333334	Average	-1.81524131	Average	22.53333333	Average
GT1-7482-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	116	T2_run3	GT1	GT	Susceptible	Susceptible	Cairngorms	A	12.45	0.90902375	Average	-6.233333332	Susceptible	0.7041457	Average	46.66666667	Susceptible
GE6-7213-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	92.4	T2_run3	GE6	GE	LowDNB	Resistant	Central Atlantic	C	13.37	0.21179049	Average	-9.5	Average	-0.21901158	Average	16.53333333	Average
BB3-7657-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	80.6	T2_run3	BB3	BB	Average	Average	Cairngorms	C	17.19	-0.8518858	Average	-8.366666668	Average	-1.96465849	Average	17.86666667	Average
BW10-7357-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	116	T2_run3	BW10	BW	Average	Average	Central Atlantic	A	15.12	-0.31407643	Average	-10.1	Average	-4.58000784	Resistant	26.93333333	Average
RM4-7358-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	95.8	T2_run3	RM4	RM	Average	Average	Cairngorms	A	15.76	-0.09127828	Average	-10.93333333	Average	-2.38993446	Average	36.46666667	Average
BE3-7245-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	BE3	BE	Average	Average	Hyper-oceanic	C	16.23	0.07128155	Average	-9.933333334	Average	-1.84733103	Average	14.26666667	Resistant
EP4-Pine-Rep3-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP5	IP7		T2_run3	Pine-Rep	Pine-Rep													
AC9-7099-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	AC9	AC	LowNR	Susceptible	Cairngorms	A	13.37	0.78837047	Average	-6.433333334	Susceptible	-1.56537201	Average	42.06666667	Average
GE9-7002-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	120	T2_run3	GE9	GE	Susceptible	Susceptible	Central Atlantic	A	14.8	1.23775082	Susceptible	-6.766666666	Susceptible	1.40669132	Average	56.66666667	Susceptible
EP4-Syn-Rep1-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP5	IP7		T2_run3	Syn-Rep	Syn-Rep													
RM1-7391-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	RM1	RM	Tolerant	Resistant	Cairngorms	A	13.37	-0.99598654	Resistant	-13.26666667	Resistant	-2.26552195	Average	34.93333333	Average
CR10-7497-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	CR10	CR	Average	Average	Hyper-oceanic	C	15.44	0.73896071	Average	-8.733333332	Average	0.63572847	Average	23.26666667	Average
BW7-7593-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	75.6	T2_run3	BW7	BW	LowNR	Susceptible	Central Atlantic	C	11.62	0.85589838	Average	-5.933333334	Susceptible	0.80489061	Average	25.93333333	Average
BW3-7594-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	112	T2_run3	BW3	BW	Average	Average	Central Atlantic	C	16.07	0.30791254	Average	-7	Susceptible	-3.16711136	Resistant	12.4	Resistant
GC2-7136-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	104	T2_run3	GC2	GC	Average	Average	Central Atlantic	A	15.28	-0.9312841	Average	-11.93333333	Average	-3.77531258	Resistant	24.93333333	Average
BW6-7035-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	BW6	BW	HighDNB	Susceptible	Central Atlantic	A	15.12	0.0953271	Average	-9.35	Average	0.4308987	Average	50.4	Susceptible
GE7-7423-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	GE7	GE	Average	Average	Central Atlantic	A	12.89	0.46798458	Average	-10.11666667	Average	-1.89494566	Average	33.86666667	Average
RM4-7436-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	120	T2_run3	RM4	RM	LowNR	Susceptible	Cairngorms	C	13.53	0.96222629	Susceptible	-6.916666666	Susceptible	0.96754484	Average	31.2	Average
GE6-7040-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	GE6	GE	Susceptible	Susceptible	Central Atlantic	A	8.28	1.72778973	Susceptible	-5.6	Susceptible	14.32963786	Susceptible	119.4666667	Susceptible
GE2-7483-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	GE2	GE	Average	Average	Central Atlantic	A	16.87	-1.40334449	Resistant	-11.1	Average	-3.20249989	Resistant	31.6	Average
AC7-7439-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	87.2	T2_run3	AC7	AC	Average	Average	Cairngorms	C	15.12	-0.31948662	Average	-9.333333332	Average	0.05529522	Average	8	Resistant
