sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
CR7-7183-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	102	T2_run3	CR7	CR	HighNR	Resistant	Hyper-oceanic	C	13.62	-0.66897154	Average	-13.1	Resistant	-0.34699096	Average	29.4	Average
GT8-7420-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	96	T2_run3	GT8	GT	Susceptible	Susceptible	Cairngorms	A	10.35	0.99459192	Susceptible	-5.633333332	Susceptible	0.70544559	Average	52.93333333	Susceptible
GE1-7647-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	112	T2_run3	GE1	GE	Tolerant	Resistant	Central Atlantic	A	15.92	-1.17113651	Resistant	-13.8	Resistant	2.40523225	Average	44.99999999	Susceptible
BE7-7019-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	110	T2_run3	BE7	BE	Average	Average	Hyper-oceanic	C	16.07	-0.65383932	Average	-9.766666666	Average	1.30691393	Average	31.86666667	Average
BE5-7146-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	112	T2_run3	BE5	BE	Average	Average	Hyper-oceanic	C	14.96	0.21353279	Average	-8.9	Average	-0.69650835	Average	26.26666667	Average
CG7-7434-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	99.2	T2_run3	CG7	CG	Average	Average	Hyper-oceanic	C	14.16	-0.16864591	Average	-10.43333333	Average	-2.13741307	Average	18.26666667	Average
GC2-7276-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	97.8	T2_run3	GC2	GC	Susceptible	Susceptible	Central Atlantic	C	10.5	0.83712725	Average	-6.366666668	Susceptible	3.30311239	Susceptible	44.93333333	Susceptible
CR4-7211-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	118	T2_run3	CR4	CR	Resistant	Resistant	Hyper-oceanic	C	15.28	-1.75858123	Resistant	-15.93333333	Resistant	-5.65086585	Resistant	5.4	Resistant
RM3-7115-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	87.2	T2_run3	RM3	RM	HighDNB	Susceptible	Cairngorms	C	14.16	0.56218801	Average	-9.516666668	Average	5.84387649	Susceptible	52.93333333	Susceptible
GT5-7309-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	102	T2_run3	GT5	GT	HighDNB	Susceptible	Cairngorms	C	14.8	0.85752577	Average	-7.416666666	Average	4.44265915	Susceptible	53.6	Susceptible
CG2-7072-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	94.2	T2_run3	CG2	CG	Resistant	Resistant	Hyper-oceanic	A	16.55	-1.78122733	Resistant	-15.86666667	Resistant	-7.99935756	Resistant	15.93333333	Average
EP4-Syn-Rep2-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP5	IP7		T2_run3	Syn-Rep	Syn-Rep													
RM10-7402-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	83.8	T2_run3	RM10	RM	LowDNB	Resistant	Cairngorms	C	12.89	0.09264148	Average	-8.85	Average	-1.70623567	Average	13.26666667	Resistant
CG6-7344-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	69.4	T2_run3	CG6	CG	HighNR	Resistant	Hyper-oceanic	C	14.64	-0.40426348	Average	-12.6	Resistant	-2.23774289	Average	15.86666667	Average
CG7-7197-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	116	T2_run3	CG7	CG	LowDNB	Resistant	Hyper-oceanic	A	14.48	0.63776973	Average	-9.483333334	Average	-6.57454895	Resistant	12.93333333	Resistant
GC1-7085-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP4	IP7	120	T2_run3	GC1	GC	HighDNB	Susceptible	Central Atlantic	C	15.76	-0.62011794	Average	-11.05	Average	4.30987914	Susceptible	46.86666667	Susceptible
BE7-7455-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	110	T2_run3	BE7	BE	HighNR	Resistant	Hyper-oceanic	A	13.69	-2.1270303	Resistant	-14.26666667	Resistant	0.23507498	Average	41.26666667	Average
RM10-7324-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	92.6	T2_run3	RM10	RM	Susceptible	Susceptible	Cairngorms	A	10.5	1.24635237	Susceptible	-5.666666666	Susceptible	4.49230662	Susceptible	69	Susceptible
BW6-7567-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	94.8	T2_run3	BW6	BW	LowNR	Susceptible	Central Atlantic	C	1.11	2.08165628	Susceptible	-2.533333334	Susceptible	-0.98180021	Average	15.73333333	Average
GC8-7501-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	73	T2_run3	GC8	GC	LowNR	Susceptible	Central Atlantic	C	5.57	2.39114059	Susceptible	-3.216666668	Susceptible	2.08052701	Average	29.33333333	Average
GE8-7242-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	114	T2_run3	GE8	GE	HighNR	Resistant	Central Atlantic	C	15.76	-2.66470277	Resistant	-15	Resistant	-0.57385109	Average	24.93333333	Average
EP4-Syn-Rep4-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP5	IP7		T2_run3	Syn-Rep	Syn-Rep													
CR9-7389-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	CR9	CR	Tolerant	Resistant	Hyper-oceanic	A	14.96	-1.37809346	Resistant	-14	Resistant	9.54716363	Susceptible	93.86666668	Susceptible
BW2-7261-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	106	T2_run3	BW2	BW	Average	Average	Central Atlantic	A	12.1	-0.15767878	Average	-9.333333332	Average	3.5084525	Susceptible	54.93333333	Susceptible
BB7-7227-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	108	T2_run3	BB7	BB	Susceptible	Susceptible	Cairngorms	A	8.75	1.66532531	Susceptible	-3.183333334	Susceptible	4.33349984	Susceptible	71.46666666	Susceptible
EP4-Amp-Blank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP5	IP7		T2_run3	Amp-Blank	Amp-Blank													
GE8-7645-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	120	T2_run3	GE8	GE	Average	Average	Central Atlantic	A	12.41	-1.31385746	Resistant	-11.93333333	Average	-2.39616599	Average	28.93333333	Average
GT5-7456-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	76.4	T2_run3	GT5	GT	Average	Average	Cairngorms	A	14.16	0.59549353	Average	-9.933333332	Average	-0.97282799	Average	36.26666667	Average
BE4-7663-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	104	T2_run3	BE4	BE	Vulnerable	Susceptible	Hyper-oceanic	C	7.16	-0.00642773	Average	-6.1	Susceptible	-5.76181272	Resistant	7.6	Resistant
GE7-7658-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	96.6	T2_run3	GE7	GE	Average	Average	Central Atlantic	C	13.21	-0.19990573	Average	-9.633333334	Average	0.33880594	Average	26	Average
AC8-7453-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP4	IP7	110	T2_run3	AC8	AC	LowNR	Susceptible	Cairngorms	A	13.21	1.32647444	Susceptible	-4.633333334	Susceptible	-5.76036854	Resistant	18.93333333	Average
GE9-7480-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	61.6	T2_run4	GE9	GE	LowNR	Susceptible	Central Atlantic	D	13.37	2.08388032	Susceptible	-4.333333334	Susceptible	3.41666269	Susceptible	40.26666667	Average
BE3-7237-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	76.4	T2_run4	BE3	BE	LowNR	Susceptible	Hyper-oceanic	B	8.91	2.14761031	Susceptible	-4.6	Susceptible	1.03535303	Average	38.4	Average
BE4-7607-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	82.4	T2_run4	BE4	BE	Average	Average	Hyper-oceanic	D	13.69	-1.18514252	Resistant	-11.31666667	Average	-2.82298032	Average	20.66666667	Average
GC9-7589-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	57.6	T2_run4	GC9	GC	Vulnerable	Susceptible	Central Atlantic	B	11.78	1.35058348	Susceptible	-6.3	Susceptible	-3.2273408	Resistant	8.666666666	Resistant
GT2-7573-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	88.6	T2_run4	GT2	GT	Average	Average	Cairngorms	D	11.14	-0.03629912	Average	-8.6	Average	3.1019007	Susceptible	34.6	Average
EP5-Syn-Rep1-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP6_and_EP9	IP9		T2_run4	Syn-Rep	Syn-Rep													
BB2-7590-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	70.8	T2_run4	BB2	BB	LowNR	Susceptible	Cairngorms	B	6.37	1.77020918	Susceptible	-5.133333334	Susceptible	-1.37487778	Average	17.8	Average
GE7-7575-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	63.4	T2_run4	GE7	GE	LowNR	Susceptible	Central Atlantic	D	4.14	2.02998742	Susceptible	-4.266666668	Susceptible	0.09875641	Average	28.00000001	Average
EP5-Amp-Blank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP6_and_EP9	IP9		T2_run4	Amp-Blank	Amp-Blank													
GC9-7537-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	91.8	T2_run4	GC9	GC	Resistant	Resistant	Central Atlantic	D	12.57	-1.07925405	Resistant	-12.26666667	Resistant	-3.68288474	Resistant	8.666666666	Resistant
GT5-7253-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	75	T2_run4	GT5	GT	Average	Average	Cairngorms	D	11.3	0.96277291	Susceptible	-6.95	Susceptible	0.41033351	Average	32.66666667	Average
BW2-7025-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	83.6	T2_run4	BW2	BW	LowDNB	Resistant	Central Atlantic	D	12.41	-0.54431172	Average	-10.26666667	Average	-0.57304072	Average	12.93333333	Resistant
BW7-7366-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	91.2	T2_run4	BW7	BW	Resistant	Resistant	Central Atlantic	B	14.48	-1.11889269	Resistant	-14.66666667	Resistant	-3.03775792	Resistant	5.4	Resistant
AC7-7032-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	63.8	T2_run4	AC7	AC	Average	Average	Cairngorms	D	12.89	-0.71103673	Average	-8.7	Average	2.45923388	Average	27.6	Average
GE9-7272-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	32.2	T2_run4	GE9	GE	Average	Average	Central Atlantic	B	17.51	0.39303062	Average	-10.06666667	Average	-1.44551344	Average	13.33333333	Resistant
RM3-7538-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	84.2	T2_run4	RM3	RM	LowDNB	Resistant	Cairngorms	D	14.8	0.94692621	Susceptible	-7.6	Average	0.62745231	Average	19.2	Average
BB1-7238-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	93	T2_run4	BB1	BB	Average	Average	Cairngorms	B	12.89	-0.67881812	Average	-10.4	Average	6.75538514	Susceptible	57.79999999	Susceptible
AC9-7142-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	112	T2_run4	AC9	AC	Average	Average	Cairngorms	B	9.55	0.34434395	Average	-8.233333332	Average	-3.220849	Resistant	16.26666667	Average
EP5-Idx-Blank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP6_and_EP9	IP9		T2_run4	Idx-Blank	Idx-Blank													
GE2-7383-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	GE2	GE	LowDNB	Resistant	Central Atlantic	D	14.8	-1.13613878	Resistant	-10.9	Average	-2.67762048	Average	10.66666667	Resistant
CG3-7651-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	13.6	T2_run4	CG3	CG	Average	Average	Hyper-oceanic	B	13.21	0.62249652	Average	-10.6	Average	1.22535665	Average	25.2	Average
RM3-7623-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	114	T2_run4	RM3	RM	HighDNB	Susceptible	Cairngorms	B	11.94	0.38387175	Average	-9.9	Average	3.76299483	Susceptible	35.2	Average
CR9-7320-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	79	T2_run4	CR9	CR	HighNR	Resistant	Hyper-oceanic	D	16.71	-1.17874651	Resistant	-13.6	Resistant	0.33058831	Average	20.66666667	Average
EP5-Pine-Rep1-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP9		T2_run4	Pine-Rep	Pine-Rep													
BW6-7173-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	112	T2_run4	BW6	BW	Tolerant	Resistant	Central Atlantic	B	17.51	-1.010395	Resistant	-12.46666667	Resistant	2.67154543	Susceptible	46.59999999	Susceptible
GT6-7618-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GT6	GT	LowDNB	Resistant	Cairngorms	B	12.41	-0.20158132	Average	-9.2	Average	-3.40317897	Resistant	9.066666666	Resistant
BB5-7171-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	98.4	T2_run4	BB5	BB	LowNR	Susceptible	Cairngorms	B	10.35	0.63589953	Average	-6.033333334	Susceptible	-0.42179338	Average	28	Average
GC2-7507-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	GC2	GC	HighNR	Resistant	Central Atlantic	D	14.48	-1.92524627	Resistant	-13.6	Resistant	-2.64106614	Average	9.6	Resistant
AC1-7329-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	102	T2_run4	AC1	AC	Average	Average	Cairngorms	B	17.19	0.56454283	Average	-8.033333334	Average	-3.67506458	Resistant	11.2	Resistant
CG2-7160-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	49.6	T2_run4	CG2	CG	Average	Average	Hyper-oceanic	D	14.32	-0.76319134	Average	-11.9	Average	-3.50536078	Resistant	17.6	Average
CR4-7671-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	100	T2_run4	CR4	CR	Resistant	Resistant	Hyper-oceanic	D	15.92	-1.0798298	Resistant	-13.5	Resistant	-4.2665735	Resistant	14.2	Resistant
GC2-7078-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	89	T2_run4	GC2	GC	Tolerant	Resistant	Central Atlantic	B	16.87	-2.57383485	Resistant	-16.23333333	Resistant	1.98022077	Average	42.53333333	Average
AC2-7464-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	84.2	T2_run4	AC2	AC	Vulnerable	Susceptible	Cairngorms	B	10.82	0.85968435	Average	-6.333333332	Susceptible	-2.89982969	Average	17.33333333	Average
RM1-7665-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	83.6	T2_run4	RM1	RM	Average	Average	Cairngorms	D	11.14	-0.27922607	Average	-9.366666668	Average	-2.09252052	Average	14.4	Resistant
BW6-7284-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	67	T2_run4	BW6	BW	Average	Average	Central Atlantic	D	7.51	0.03732835	Average	-9.65	Average	0.63074748	Average	24.93333333	Average
BB7-7268-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	BB7	BB	Vulnerable	Susceptible	Cairngorms	B	17.35	1.06859124	Susceptible	-6.133333332	Susceptible	-3.78181994	Resistant	15.93333333	Average
RM4-7411-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	RM4	RM	Vulnerable	Susceptible	Cairngorms	D	14.16	1.07182423	Susceptible	-6.6	Susceptible	-4.00900135	Resistant	14	Resistant
EP5-Pine-Rep2-T2-ITS	ITS	T2	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP9		T2_run4	Pine-Rep	Pine-Rep													
RM6-7031-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	86.8	T2_run4	RM6	RM	Average	Average	Cairngorms	D	14.96	-0.56175157	Average	-9.4	Average	0.17537141	Average	29.2	Average
GT8-7009-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GT8	GT	Average	Average	Cairngorms	B	14.32	-0.20952815	Average	-10.93333333	Average	1.81761035	Average	44.93333333	Susceptible
RM4-7620-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	104	T2_run4	RM4	RM	LowDNB	Resistant	Cairngorms	B	12.57	0.28086658	Average	-9.9	Average	-1.41232707	Average	15.6	Average
CR7-7154-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	114	T2_run4	CR7	CR	HighNR	Resistant	Hyper-oceanic	D	13.37	-0.5604155	Average	-12.4	Resistant	-1.60414846	Average	18.13333333	Average
BE4-7267-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	BE4	BE	Average	Average	Hyper-oceanic	B	11.3	-1.06190631	Resistant	-10.86666667	Average	-3.28374617	Resistant	26.6	Average
BE3-7156-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	116	T2_run4	BE3	BE	LowNR	Susceptible	Hyper-oceanic	D	14.64	1.95896512	Susceptible	-4.733333334	Susceptible	4.52924348	Susceptible	48.53333333	Susceptible
CR3-7619-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	CR3	CR	Average	Average	Hyper-oceanic	B	14.01	0.01232821	Average	-11.1	Average	0.61051784	Average	23.13333333	Average
BB5-7412-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	BB5	BB	Vulnerable	Susceptible	Cairngorms	D	8.28	0.9203197	Susceptible	-5.833333334	Susceptible	-0.28490271	Average	17.06666667	Average
GE7-7427-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	85.2	T2_run4	GE7	GE	Vulnerable	Susceptible	Central Atlantic	B	3.93	1.86344124	Susceptible	-5.266666666	Susceptible	-2.53613038	Average	16.66666667	Average
RM10-7352-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	92.8	T2_run4	RM10	RM	Average	Average	Cairngorms	D	12.73	0.15494337	Average	-9.533333334	Average	0.14153294	Average	21.2	Average
BE2-7510-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	68	T2_run4	BE2	BE	Susceptible	Susceptible	Hyper-oceanic	D	5.25	2.65798103	Susceptible	-3.4	Susceptible	6.71671584	Susceptible	47.86666667	Susceptible
AC7-7592-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	99.8	T2_run4	AC7	AC	LowDNB	Resistant	Cairngorms	B	8.28	0.24602292	Average	-7.8	Average	0.30087516	Average	14	Resistant
AC9-7346-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	118	T2_run4	AC9	AC	Vulnerable	Susceptible	Cairngorms	D	10.35	1.39675207	Susceptible	-4.766666668	Susceptible	-3.52991143	Resistant	14.26666667	Resistant
CG2-7208-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	CG2	CG	HighNR	Resistant	Hyper-oceanic	B	14.8	-0.86665645	Average	-13.23333333	Resistant	-3.52320311	Resistant	16	Average
GC8-7377-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	91.8	T2_run4	GC8	GC	Susceptible	Susceptible	Central Atlantic	D	8.59	2.22136349	Susceptible	-4.666666668	Susceptible	3.37407645	Susceptible	47.2	Susceptible
GE1-7112-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	GE1	GE	Average	Average	Central Atlantic	B	13.21	0.5310407	Average	-8	Average	0.19747839	Average	32.26666666	Average
EP5-DNAblank-T2-ITS	ITS	T2	control [EFO_0001461]	control		EP6_and_EP9	IP9		T2_run4	DNAblank	DNAblank													
BE5-7334-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	106	T2_run4	BE5	BE	Resistant	Resistant	Hyper-oceanic	B	16.71	-1.10263125	Resistant	-13.56666667	Resistant	-2.83515382	Average	12.13333333	Resistant
CG8-7522-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	77.6	T2_run4	CG8	CG	Resistant	Resistant	Hyper-oceanic	B	16.23	-0.53997958	Average	-13.03333333	Resistant	-1.87687992	Average	10.26666667	Resistant
BW7-7506-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	51.2	T2_run4	BW7	BW	Average	Average	Central Atlantic	D	11.14	-1.01175618	Resistant	-12.06666667	Resistant	0.64037016	Average	25.33333333	Average
GC1-7368-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	72.6	T2_run4	GC1	GC	HighNR	Resistant	Central Atlantic	B	11.14	-1.43262145	Resistant	-14.66666667	Resistant	-0.16153398	Average	19.86666667	Average
EP5-Syn-Rep3-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP6_and_EP9	IP9		T2_run4	Syn-Rep	Syn-Rep													
BB1-7409-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	BB1	BB	Average	Average	Cairngorms	D	9.39	0.13714558	Average	-7.333333334	Average	0.72715395	Average	28.26666667	Average
CR9-7298-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	CR9	CR	HighNR	Resistant	Hyper-oceanic	B	15.92	-2.05370066	Resistant	-16.6	Resistant	-2.43350073	Average	13	Resistant
GE1-7638-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	67.6	T2_run4	GE1	GE	Average	Average	Central Atlantic	D	14.64	-1.13325098	Resistant	-11.9	Average	-0.29876081	Average	22.93333333	Average
GT2-7297-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP6_and_EP9	IP9		T2_run4	GT2	GT	HighDNB	Susceptible	Cairngorms	B	11.78	-0.23493308	Average	-10.06666667	Average	6.37528194	Susceptible	58.59999999	Susceptible
AC2-7474-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	110	T2_run4	AC2	AC	Average	Average	Cairngorms	D	10.5	-0.11435304	Average	-8.466666668	Average	-0.9999043	Average	24.8	Average
CG7-7574-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	94.4	T2_run4	CG7	CG	Resistant	Resistant	Hyper-oceanic	D	15.92	-0.97302659	Resistant	-13.6	Resistant	-2.79628717	Average	15.2	Average
GT1-7384-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	92.8	T2_run4	GT1	GT	Average	Average	Cairngorms	D	12.89	-0.43747368	Average	-10.4	Average	-0.5838753	Average	17.33333333	Average
AC8-7174-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	120	T2_run4	AC8	AC	Average	Average	Cairngorms	B	14.01	-0.22899029	Average	-8.8	Average	-2.20540727	Average	26.93333333	Average
RM1-7523-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	104	T2_run4	RM1	RM	Average	Average	Cairngorms	B	11.14	0.91313351	Average	-7.133333334	Average	-0.82393956	Average	23.33333333	Average
EP5-Syn-Extr-T2-ITS	ITS	T2	replicate [EFO_0000683]	sample		EP6_and_EP9	IP9	6.06	T2_run4	Syn-Extr	Syn-Extr													
CR4-7143-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	116	T2_run4	CR4	CR	HighNR	Resistant	Hyper-oceanic	B	14.16	-0.739345	Average	-12.8	Resistant	-0.76093101	Average	37.73333334	Average
BE7-7378-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	102	T2_run4	BE7	BE	HighNR	Resistant	Hyper-oceanic	D	15.44	-2.53978378	Resistant	-13.06666667	Resistant	-1.11452669	Average	30.93333333	Average
RM6-7203-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-15	EP5	IP9	118	T2_run4	RM6	RM	Average	Average	Cairngorms	B	12.1	0.43768646	Average	-7.233333334	Average	-4.07852	Resistant	15.33333333	Average
GC1-7128-T2-ITS	ITS	T2	Pinus sylvestris needle phyllosphere	sample	2023-08-16	EP5	IP9	120	T2_run4	GC1	GC	LowDNB	Resistant	Central Atlantic	D	14.96	-0.1564793	Average	-8.866666666	Average	-2.2158158	Average	11.8	Resistant
