sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
EP1-Syn-Rep2-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP1	IP1		T1_run1	Syn-Rep	Syn-Rep													
EP1-Pine-Rep1-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP1	IP1		T1_run1	Pine-Rep	Pine-Rep													
GT6-7595-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	42	T1_run1	GT6	GT	Average	Average	Cairngorms	C	15.6	-0.88249078	Average	-9.533333334	Average	-1.81524131	Average	22.53333333	Average
GE1-7638-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	43.2	T1_run1	GE1	GE	Average	Average	Central Atlantic	D	14.64	-1.13325098	Resistant	-11.9	Average	-0.29876081	Average	22.93333333	Average
EP1-Syn-Rep3-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP1	IP1		T1_run1	Syn-Rep	Syn-Rep													
GC2-7276-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	69.4	T1_run1	GC2	GC	Susceptible	Susceptible	Central Atlantic	C	10.5	0.83712725	Average	-6.366666668	Susceptible	3.30311239	Susceptible	44.93333333	Susceptible
CR4-7211-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	79.8	T1_run1	CR4	CR	Resistant	Resistant	Hyper-oceanic	C	15.28	-1.75858123	Resistant	-15.93333333	Resistant	-5.65086585	Resistant	5.4	Resistant
EP1-Pine-Rep2-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP1	IP1		T1_run1	Pine-Rep	Pine-Rep													
BW7-7593-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	75.8	T1_run1	BW7	BW	LowNR	Susceptible	Central Atlantic	C	11.62	0.85589838	Average	-5.933333334	Susceptible	0.80489061	Average	25.93333333	Average
CR4-7671-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	70	T1_run1	CR4	CR	Resistant	Resistant	Hyper-oceanic	D	15.92	-1.0798298	Resistant	-13.5	Resistant	-4.2665735	Resistant	14.2	Resistant
BB2-7055-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	64.4	T1_run1	BB2	BB	LowNR	Susceptible	Cairngorms	C	6.53	2.81686649	Susceptible	-2.233333334	Susceptible	-1.29797532	Average	27.6	Average
BB2-7542-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	64.2	T1_run1	BB2	BB	Susceptible	Susceptible	Cairngorms	D	10.35	1.57616638	Susceptible	-5	Susceptible	1.55838729	Average	38.6	Average
GT1-7384-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	68.4	T1_run1	GT1	GT	Average	Average	Cairngorms	D	12.89	-0.43747368	Average	-10.4	Average	-0.5838753	Average	17.33333333	Average
BB7-7224-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	BB7	BB	LowNR	Susceptible	Cairngorms	D	11.14	1.06307536	Susceptible	-5.233333334	Susceptible	-1.02092473	Average	29.6	Average
GE7-7658-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	GE7	GE	Average	Average	Central Atlantic	C	13.21	-0.19990573	Average	-9.633333334	Average	0.33880594	Average	26	Average
BE3-7245-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	BE3	BE	Average	Average	Hyper-oceanic	C	16.23	0.07128155	Average	-9.933333334	Average	-1.84733103	Average	14.26666667	Resistant
BB5-7600-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	BB5	BB	Susceptible	Susceptible	Cairngorms	C	8.28	1.61784612	Susceptible	-2.233333334	Susceptible	7.33480655	Susceptible	64.26666667	Susceptible
GE9-7480-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	GE9	GE	LowNR	Susceptible	Central Atlantic	D	13.37	2.08388032	Susceptible	-4.333333334	Susceptible	3.41666269	Susceptible	40.26666667	Average
CR10-7348-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	CR10	CR	LowDNB	Resistant	Hyper-oceanic	D	14.64	0.7465315	Average	-9.866666666	Average	-0.91451176	Average	14.26666667	Resistant
BB1-7409-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP3	IP1		T1_run1	BB1	BB	Average	Average	Cairngorms	D	9.39	0.13714558	Average	-7.333333334	Average	0.72715395	Average	28.26666667	Average
EP1-Pine-Rep3-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP1	IP1		T1_run1	Pine-Rep	Pine-Rep													
RM6-7120-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	75	T1_run1	RM6	RM	Average	Average	Cairngorms	C	12.1	-0.64469404	Average	-11.36666667	Average	-2.05936965	Average	23.6	Average
RM1-7145-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	68.8	T1_run1	RM1	RM	Average	Average	Cairngorms	C	13.85	-0.7717736	Average	-12.43333333	Resistant	1.90791163	Average	35.46666667	Average
GC1-7128-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	74.2	T1_run1	GC1	GC	LowDNB	Resistant	Central Atlantic	D	14.96	-0.1564793	Average	-8.866666666	Average	-2.2158158	Average	11.8	Resistant
EP1-Syn-Rep4-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP1	IP1		T1_run1	Syn-Rep	Syn-Rep													
BB3-7657-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	71	T1_run1	BB3	BB	Average	Average	Cairngorms	C	17.19	-0.8518858	Average	-8.366666668	Average	-1.96465849	Average	17.86666667	Average
GE6-7186-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	73.6	T1_run1	GE6	GE	Average	Average	Central Atlantic	D	14.01	0.73492038	Average	-7.866666668	Average	-0.66960777	Average	14.66666667	Resistant
AC2-7049-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	80.2	T1_run1	AC2	AC	Average	Average	Cairngorms	C	12.73	-0.61585026	Average	-10.66666667	Average	-1.1216405	Average	21.8	Average
GE2-7383-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	76.6	T1_run1	GE2	GE	LowDNB	Resistant	Central Atlantic	D	14.8	-1.13613878	Resistant	-10.9	Average	-2.67762048	Average	10.66666667	Resistant
CG3-7376-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	81.6	T1_run1	CG3	CG	HighNR	Resistant	Hyper-oceanic	C	15.92	-1.46811508	Resistant	-16.4	Resistant	-2.51308531	Average	6.4	Resistant
GT2-7573-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	81.8	T1_run1	GT2	GT	Average	Average	Cairngorms	D	11.14	-0.03629912	Average	-8.6	Average	3.1019007	Susceptible	34.6	Average
BE5-7146-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	88.2	T1_run1	BE5	BE	Average	Average	Hyper-oceanic	C	14.96	0.21353279	Average	-8.9	Average	-0.69650835	Average	26.26666667	Average
GC9-7537-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	81	T1_run1	GC9	GC	Resistant	Resistant	Central Atlantic	D	12.57	-1.07925405	Resistant	-12.26666667	Resistant	-3.68288474	Resistant	8.666666666	Resistant
GE7-7575-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	90.4	T1_run1	GE7	GE	LowNR	Susceptible	Central Atlantic	D	4.14	2.02998742	Susceptible	-4.266666668	Susceptible	0.09875641	Average	28.00000001	Average
AC8-7184-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	96.4	T1_run1	AC8	AC	Tolerant	Resistant	Cairngorms	C	12.89	-1.87447619	Resistant	-13.8	Resistant	-0.46378344	Average	31.6	Average
EP1-DNAblank-T1-ITS	ITS	T1	control [EFO_0001461]	control		EP1	IP1		T1_run1	DNAblank	DNAblank													
CR7-7183-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	73	T1_run1	CR7	CR	HighNR	Resistant	Hyper-oceanic	C	13.62	-0.66897154	Average	-13.1	Resistant	-0.34699096	Average	29.4	Average
CG4-7406-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	72.4	T1_run1	CG4	CG	Average	Average	Hyper-oceanic	C	18.3	-0.03330288	Average	-12.28333333	Resistant	-3.08335798	Resistant	7	Resistant
CG2-7160-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	53.2	T1_run1	CG2	CG	Average	Average	Hyper-oceanic	D	14.32	-0.76319134	Average	-11.9	Average	-3.50536078	Resistant	17.6	Average
CG8-7084-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	72.2	T1_run1	CG8	CG	HighNR	Resistant	Hyper-oceanic	C	17.03	-1.42035244	Resistant	-15.33333333	Resistant	-0.05640602	Average	22.93333333	Average
CG3-7382-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	75.8	T1_run1	CG3	CG	Vulnerable	Susceptible	Hyper-oceanic	D	9.39	2.01217954	Susceptible	-6.066666666	Susceptible	-1.88209437	Average	9.333333334	Resistant
BE2-7500-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-04	EP1	IP1	76.2	T1_run1	BE2	BE	LowNR	Susceptible	Hyper-oceanic	C	12.41	1.38355896	Susceptible	-5.3	Susceptible	4.01919111	Susceptible	34.26666667	Average
AC8-7174-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	51.6	T1_run2	AC8	AC	Average	Average	Cairngorms	B	14.01	-0.22899029	Average	-8.8	Average	-2.20540727	Average	26.93333333	Average
EP2-Pine-Rep1-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP2	IP3		T1_run2	Pine-Rep	Pine-Rep													
GE1-7647-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	73	T1_run2	GE1	GE	Tolerant	Resistant	Central Atlantic	A	15.92	-1.17113651	Resistant	-13.8	Resistant	2.40523225	Average	44.99999999	Susceptible
CG8-7522-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	67.6	T1_run2	CG8	CG	Resistant	Resistant	Hyper-oceanic	B	16.23	-0.53997958	Average	-13.03333333	Resistant	-1.87687992	Average	10.26666667	Resistant
CR3-7642-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	64	T1_run2	CR3	CR	HighNR	Resistant	Hyper-oceanic	A	15.44	-0.92138162	Average	-14.33333333	Resistant	-2.94536265	Average	18.93333333	Average
EP2-Syn-Rep1-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP2	IP3		T1_run2	Syn-Rep	Syn-Rep													
BE7-7455-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	71.8	T1_run2	BE7	BE	HighNR	Resistant	Hyper-oceanic	A	13.69	-2.1270303	Resistant	-14.26666667	Resistant	0.23507498	Average	41.26666667	Average
BB1-7232-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	47.2	T1_run2	BB1	BB	Susceptible	Susceptible	Cairngorms	A	9.55	1.08252768	Susceptible	-5.833333334	Susceptible	9.0727896	Susceptible	86.19999999	Susceptible
BW2-7362-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	55.6	T1_run2	BW2	BW	HighNR	Resistant	Central Atlantic	B	13.85	-0.62184636	Average	-12.43333333	Resistant	-1.23309237	Average	14.6	Resistant
RM1-7523-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	54.8	T1_run2	RM1	RM	Average	Average	Cairngorms	B	11.14	0.91313351	Average	-7.133333334	Average	-0.82393956	Average	23.33333333	Average
GE2-7555-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	58.8	T1_run2	GE2	GE	Resistant	Resistant	Central Atlantic	B	13.53	-1.60175181	Resistant	-12.73333333	Resistant	-2.00419702	Average	14.46666667	Resistant
GE7-7423-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	56.4	T1_run2	GE7	GE	Average	Average	Central Atlantic	A	12.89	0.46798458	Average	-10.11666667	Average	-1.89494566	Average	33.86666667	Average
BE7-7585-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	61.6	T1_run2	BE7	BE	Average	Average	Hyper-oceanic	B	15.92	-1.00638769	Resistant	-10.3	Average	1.2359085	Average	28.66666667	Average
CR7-7648-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	52.4	T1_run2	CR7	CR	Average	Average	Hyper-oceanic	A	11.46	0.1037674	Average	-12.01666667	Resistant	0.48009776	Average	40.93333333	Average
EP2-Pine-Rep2-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP2	IP3		T1_run2	Pine-Rep	Pine-Rep													
RM6-7203-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	62.4	T1_run2	RM6	RM	Average	Average	Cairngorms	B	12.1	0.43768646	Average	-7.233333334	Average	-4.07852	Resistant	15.33333333	Average
BW2-7261-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	65	T1_run2	BW2	BW	Average	Average	Central Atlantic	A	12.1	-0.15767878	Average	-9.333333332	Average	3.5084525	Susceptible	54.93333333	Susceptible
AC2-7291-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	69.6	T1_run2	AC2	AC	Vulnerable	Susceptible	Cairngorms	A	12.89	0.29233049	Average	-6.033333334	Susceptible	-6.80384138	Resistant	13	Resistant
GT2-7200-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	74.2	T1_run2	GT2	GT	Tolerant	Resistant	Cairngorms	A	13.21	-1.19152868	Resistant	-12.6	Resistant	2.65879516	Susceptible	53.06666667	Susceptible
GC2-7136-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	65.6	T1_run2	GC2	GC	Average	Average	Central Atlantic	A	15.28	-0.9312841	Average	-11.93333333	Average	-3.77531258	Resistant	24.93333333	Average
CR9-7298-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	68.2	T1_run2	CR9	CR	HighNR	Resistant	Hyper-oceanic	B	15.92	-2.05370066	Resistant	-16.6	Resistant	-2.43350073	Average	13	Resistant
BB2-7590-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	74.8	T1_run2	BB2	BB	LowNR	Susceptible	Cairngorms	B	6.37	1.77020918	Susceptible	-5.133333334	Susceptible	-1.37487778	Average	17.8	Average
GC2-7078-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	72.8	T1_run2	GC2	GC	Tolerant	Resistant	Central Atlantic	B	16.87	-2.57383485	Resistant	-16.23333333	Resistant	1.98022077	Average	42.53333333	Average
BW6-7173-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	63.4	T1_run2	BW6	BW	Tolerant	Resistant	Central Atlantic	B	17.51	-1.010395	Resistant	-12.46666667	Resistant	2.67154543	Susceptible	46.59999999	Susceptible
GC8-7582-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	69	T1_run2	GC8	GC	Average	Average	Central Atlantic	A	9.71	1.67966575	Susceptible	-6.866666666	Susceptible	0.6469695	Average	38	Average
CG7-7197-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	69	T1_run2	CG7	CG	LowDNB	Resistant	Hyper-oceanic	A	14.48	0.63776973	Average	-9.483333334	Average	-6.57454895	Resistant	12.93333333	Resistant
BW3-7429-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	57.8	T1_run2	BW3	BW	Resistant	Resistant	Central Atlantic	B	16.07	-1.40453136	Resistant	-14.33333333	Resistant	-4.08193335	Resistant	8.066666666	Resistant
BW10-7396-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	70.2	T1_run2	BW10	BW	Resistant	Resistant	Central Atlantic	B	16.07	-1.72757104	Resistant	-15.26666667	Resistant	-3.73776425	Resistant	13.2	Resistant
RM4-7358-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	77.6	T1_run2	RM4	RM	Average	Average	Cairngorms	A	15.76	-0.09127828	Average	-10.93333333	Average	-2.38993446	Average	36.46666667	Average
BB5-7326-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	78	T1_run2	BB5	BB	HighDNB	Susceptible	Cairngorms	A	13.05	0.03033985	Average	-9.066666666	Average	10.08821383	Susceptible	91.53333333	Susceptible
AC1-7230-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	73.2	T1_run2	AC1	AC	LowNR	Susceptible	Cairngorms	A	8.75	1.06572071	Susceptible	-5.466666668	Susceptible	-3.08189654	Resistant	34.4	Average
EP2-Syn-Extr-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP2	IP3	3.44	T1_run2	Syn-Extr	Syn-Extr													
GT6-7486-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	88.4	T1_run2	GT6	GT	Tolerant	Resistant	Cairngorms	A	13.21	-1.19659724	Resistant	-12.26666667	Resistant	-1.25402543	Average	38.53333334	Average
CG2-7072-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	82.4	T1_run2	CG2	CG	Resistant	Resistant	Hyper-oceanic	A	16.55	-1.78122733	Resistant	-15.86666667	Resistant	-7.99935756	Resistant	15.93333333	Average
BB1-7238-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	85.4	T1_run2	BB1	BB	Average	Average	Cairngorms	B	12.89	-0.67881812	Average	-10.4	Average	6.75538514	Susceptible	57.79999999	Susceptible
BW10-7357-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	68.4	T1_run2	BW10	BW	Average	Average	Central Atlantic	A	15.12	-0.31407643	Average	-10.1	Average	-4.58000784	Resistant	26.93333333	Average
GE6-7205-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	79.6	T1_run2	GE6	GE	LowDNB	Resistant	Central Atlantic	B	16.87	0.27553122	Average	-9.066666666	Average	-2.94651183	Average	11.6	Resistant
CG4-7097-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	76.2	T1_run2	CG4	CG	Average	Average	Hyper-oceanic	A	14.01	1.43530452	Susceptible	-7.366666666	Average	-1.14380656	Average	45.73333333	Susceptible
GT6-7618-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	81.6	T1_run2	GT6	GT	LowDNB	Resistant	Cairngorms	B	12.41	-0.20158132	Average	-9.2	Average	-3.40317897	Resistant	9.066666666	Resistant
CR3-7619-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	66	T1_run2	CR3	CR	Average	Average	Hyper-oceanic	B	14.01	0.01232821	Average	-11.1	Average	0.61051784	Average	23.13333333	Average
BB5-7171-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	61.4	T1_run2	BB5	BB	LowNR	Susceptible	Cairngorms	B	10.35	0.63589953	Average	-6.033333334	Susceptible	-0.42179338	Average	28	Average
EP2-Syn-Rep2-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP2	IP3		T1_run2	Syn-Rep	Syn-Rep													
BE4-7267-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	74.6	T1_run2	BE4	BE	Average	Average	Hyper-oceanic	B	11.3	-1.06190631	Resistant	-10.86666667	Average	-3.28374617	Resistant	26.6	Average
AC2-7464-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	89.4	T1_run2	AC2	AC	Vulnerable	Susceptible	Cairngorms	B	10.82	0.85968435	Average	-6.333333332	Susceptible	-2.89982969	Average	17.33333333	Average
AC7-7592-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	88.8	T1_run2	AC7	AC	LowDNB	Resistant	Cairngorms	B	8.28	0.24602292	Average	-7.8	Average	0.30087516	Average	14	Resistant
EP2-Amp-Blank-T1-ITS	ITS	T1	control [EFO_0001461]	control		EP2	IP3		T1_run2	Amp-Blank	Amp-Blank													
RM4-7620-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	80	T1_run2	RM4	RM	LowDNB	Resistant	Cairngorms	B	12.57	0.28086658	Average	-9.9	Average	-1.41232707	Average	15.6	Average
BE3-7237-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	59.2	T1_run2	BE3	BE	LowNR	Susceptible	Hyper-oceanic	B	8.91	2.14761031	Susceptible	-4.6	Susceptible	1.03535303	Average	38.4	Average
AC8-7453-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	36	T1_run2	AC8	AC	LowNR	Susceptible	Cairngorms	A	13.21	1.32647444	Susceptible	-4.633333334	Susceptible	-5.76036854	Resistant	18.93333333	Average
AC7-7611-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	31	T1_run2	AC7	AC	Susceptible	Susceptible	Cairngorms	A	6.21	1.58935151	Susceptible	-3.5	Susceptible	12.1375618	Susceptible	97.26666667	Susceptible
BB2-7039-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	94.2	T1_run2	BB2	BB	Average	Average	Cairngorms	A	10.5	1.07131674	Susceptible	-6.9	Susceptible	-3.59174108	Resistant	39	Average
RM3-7623-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	95.6	T1_run2	RM3	RM	HighDNB	Susceptible	Cairngorms	B	11.94	0.38387175	Average	-9.9	Average	3.76299483	Susceptible	35.2	Average
BW7-7581-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	91	T1_run2	BW7	BW	Average	Average	Central Atlantic	A	14.32	-0.82852919	Average	-11.06666667	Average	-1.3638632	Average	35.33333333	Average
AC1-7329-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	81.4	T1_run2	AC1	AC	Average	Average	Cairngorms	B	17.19	0.56454283	Average	-8.033333334	Average	-3.67506458	Resistant	11.2	Resistant
RM3-7609-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	57.2	T1_run2	RM3	RM	Average	Average	Cairngorms	A	13.85	0.82747501	Average	-8.2	Average	2.44117464	Average	46.93333333	Susceptible
CR10-7431-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	98.4	T1_run2	CR10	CR	Average	Average	Hyper-oceanic	B	16.71	0.98968175	Susceptible	-10.73333333	Average	0.68373853	Average	22.66666667	Average
CG4-7425-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	96	T1_run2	CG4	CG	HighNR	Resistant	Hyper-oceanic	B	15.92	-0.700039	Average	-14.46666667	Resistant	-3.78760797	Resistant	7.4	Resistant
EP2-Pine-Rep3-T1-ITS	ITS	T1	Replicate Pinus sylvestris needle phyllosphere	sample		EP2	IP3		T1_run2	Pine-Rep	Pine-Rep													
GE7-7427-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	77.2	T1_run2	GE7	GE	Vulnerable	Susceptible	Central Atlantic	B	3.93	1.86344124	Susceptible	-5.266666666	Susceptible	-2.53613038	Average	16.66666667	Average
CR4-7135-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	98.2	T1_run2	CR4	CR	Average	Average	Hyper-oceanic	A	14.32	0.49261376	Average	-9.833333334	Average	-6.29171134	Resistant	25.6	Average
GT5-7456-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	77.8	T1_run2	GT5	GT	Average	Average	Cairngorms	A	14.16	0.59549353	Average	-9.933333332	Average	-0.97282799	Average	36.26666667	Average
GC1-7368-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	81.4	T1_run2	GC1	GC	HighNR	Resistant	Central Atlantic	B	11.14	-1.43262145	Resistant	-14.66666667	Resistant	-0.16153398	Average	19.86666667	Average
EP2-Syn-Rep3-T1-ITS	ITS	T1	replicate [EFO_0000683]	sample		EP2	IP3		T1_run2	Syn-Rep	Syn-Rep													
GC1-7294-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	91.2	T1_run2	GC1	GC	HighDNB	Susceptible	Central Atlantic	A	13.05	0.31728758	Average	-8.3	Average	4.67947277	Susceptible	64.40000001	Susceptible
GC8-7367-T1-ITS	ITS	T1	Pinus sylvestris needle phyllosphere	sample	2023-07-05	EP2	IP3	98.6	T1_run2	GC8	GC	Average	Average	Central Atlantic	B	14.48	0.68595184	Average	-11.6	Average	2.63317217	Susceptible	32.86666667	Average
