sampleid	amplicon	timepoint	experimental_factor	control_vec	sampling_date	extraction_plate	indexing_plate	extr_conc_ng_ul	seq_pool	family	population	strategy	strategy_simple	classification	block	DBH23	NR_AUDPS_BV	NR_AUDPS_BV_group	NR_AUDPS_raw	NR_AUDPS_raw_group	DNB_AUDPS_BV	DNB_AUDPS_BV_group	DNB_AUDPS_raw	DNB_AUDPS_raw_group
GT8-7341-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	110	T3_run6	GT8	GT	Average	Average	Cairngorms	C	12.41	-0.6754342	Average	-10.56666667	Average	-1.06813724	Average	22.06666667	Average
EP8-Idx-Blank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP8	IP15		T3_run6	Idx-Blank	Idx-Blank													
EP8-Syn-Rep1-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP8	IP15		T3_run6	Syn-Rep	Syn-Rep													
GT1-7236-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	108	T3_run6	GT1	GT	LowNR	Susceptible	Cairngorms	B	5.25	2.53227181	Susceptible	-2.2	Susceptible	9.23822419	Susceptible	83.53333334	Susceptible
AC7-7592-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	AC7	AC	LowDNB	Resistant	Cairngorms	B	8.28	0.24602292	Average	-7.8	Average	0.30087516	Average	14	Resistant
AC1-7050-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	94.8	T3_run6	AC1	AC	Average	Average	Cairngorms	C	13.37	-0.42499199	Average	-10.23333333	Average	-1.93716859	Average	18.13333333	Average
CG8-7522-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	CG8	CG	Resistant	Resistant	Hyper-oceanic	B	16.23	-0.53997958	Average	-13.03333333	Resistant	-1.87687992	Average	10.26666667	Resistant
AC2-7049-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	88.6	T3_run6	AC2	AC	Average	Average	Cairngorms	C	12.73	-0.61585026	Average	-10.66666667	Average	-1.1216405	Average	21.8	Average
GE1-7087-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	99.8	T3_run6	GE1	GE	LowNR	Susceptible	Central Atlantic	C	9.55	1.85900207	Susceptible	-4.333333334	Susceptible	-0.99863285	Average	22.86666667	Average
BE4-7267-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	BE4	BE	Average	Average	Hyper-oceanic	B	11.3	-1.06190631	Resistant	-10.86666667	Average	-3.28374617	Resistant	26.6	Average
BB7-7268-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	118	T3_run6	BB7	BB	Vulnerable	Susceptible	Cairngorms	B	17.35	1.06859124	Susceptible	-6.133333332	Susceptible	-3.78181994	Resistant	15.93333333	Average
CG2-7208-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	98	T3_run6	CG2	CG	HighNR	Resistant	Hyper-oceanic	B	14.8	-0.86665645	Average	-13.23333333	Resistant	-3.52320311	Resistant	16	Average
BE4-7663-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BE4	BE	Vulnerable	Susceptible	Hyper-oceanic	C	7.16	-0.00642773	Average	-6.1	Susceptible	-5.76181272	Resistant	7.6	Resistant
RM10-7202-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	RM10	RM	Average	Average	Cairngorms	B	14.32	-0.1668163	Average	-10.4	Average	-0.22145245	Average	26.6	Average
GC8-7501-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	100	T3_run6	GC8	GC	LowNR	Susceptible	Central Atlantic	C	5.57	2.39114059	Susceptible	-3.216666668	Susceptible	2.08052701	Average	29.33333333	Average
EP8-DNAblank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP8	IP15	0.1	T3_run6	DNAblank	DNAblank													
BE7-7585-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	110	T3_run6	BE7	BE	Average	Average	Hyper-oceanic	B	15.92	-1.00638769	Resistant	-10.3	Average	1.2359085	Average	28.66666667	Average
CR10-7431-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	108	T3_run6	CR10	CR	Average	Average	Hyper-oceanic	B	16.71	0.98968175	Susceptible	-10.73333333	Average	0.68373853	Average	22.66666667	Average
CG8-7084-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CG8	CG	HighNR	Resistant	Hyper-oceanic	C	17.03	-1.42035244	Resistant	-15.33333333	Resistant	-0.05640602	Average	22.93333333	Average
BE7-7019-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BE7	BE	Average	Average	Hyper-oceanic	C	16.07	-0.65383932	Average	-9.766666666	Average	1.30691393	Average	31.86666667	Average
CR4-7143-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CR4	CR	HighNR	Resistant	Hyper-oceanic	B	14.16	-0.739345	Average	-12.8	Resistant	-0.76093101	Average	37.73333334	Average
GE8-7242-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	54	T3_run6	GE8	GE	HighNR	Resistant	Central Atlantic	C	15.76	-2.66470277	Resistant	-15	Resistant	-0.57385109	Average	24.93333333	Average
GT8-7009-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	GT8	GT	Average	Average	Cairngorms	B	14.32	-0.20952815	Average	-10.93333333	Average	1.81761035	Average	44.93333333	Susceptible
GT1-7407-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	112	T3_run6	GT1	GT	HighNR	Resistant	Cairngorms	C	11.46	-1.18326896	Resistant	-13.26666667	Resistant	0.38984167	Average	19.06666667	Average
CG4-7425-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	67	T3_run6	CG4	CG	HighNR	Resistant	Hyper-oceanic	B	15.92	-0.700039	Average	-14.46666667	Resistant	-3.78760797	Resistant	7.4	Resistant
CG3-7376-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CG3	CG	HighNR	Resistant	Hyper-oceanic	C	15.92	-1.46811508	Resistant	-16.4	Resistant	-2.51308531	Average	6.4	Resistant
EP8-Pine-Rep2-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP8	IP15		T3_run6	Pine-Rep	Pine-Rep													
BW7-7366-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	74.6	T3_run6	BW7	BW	Resistant	Resistant	Central Atlantic	B	14.48	-1.11889269	Resistant	-14.66666667	Resistant	-3.03775792	Resistant	5.4	Resistant
BE5-7146-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	0.12	T3_run6	BE5	BE	Average	Average	Hyper-oceanic	C	14.96	0.21353279	Average	-8.9	Average	-0.69650835	Average	26.26666667	Average
BE5-7334-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	BE5	BE	Resistant	Resistant	Hyper-oceanic	B	16.71	-1.10263125	Resistant	-13.56666667	Resistant	-2.83515382	Average	12.13333333	Resistant
GT5-7107-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	108	T3_run6	GT5	GT	LowNR	Susceptible	Cairngorms	B	7.96	1.98367712	Susceptible	-3.933333334	Susceptible	-1.47325688	Average	31.06666667	Average
GT2-7210-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	71.2	T3_run6	GT2	GT	Average	Average	Cairngorms	C	14.16	-0.28350871	Average	-10.26666667	Average	2.23387507	Average	28.26666667	Average
RM6-7203-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	RM6	RM	Average	Average	Cairngorms	B	12.1	0.43768646	Average	-7.233333334	Average	-4.07852	Resistant	15.33333333	Average
BB1-7504-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BB1	BB	Vulnerable	Susceptible	Cairngorms	C	8.91	0.64155139	Average	-5.1	Susceptible	-0.32951826	Average	14.26666667	Resistant
BB7-7181-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BB7	BB	Average	Average	Cairngorms	C	11.62	-0.12924936	Average	-9.45	Average	-1.64343114	Average	20.4	Average
AC8-7184-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	AC8	AC	Tolerant	Resistant	Cairngorms	C	12.89	-1.87447619	Resistant	-13.8	Resistant	-0.46378344	Average	31.6	Average
GT5-7309-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	GT5	GT	HighDNB	Susceptible	Cairngorms	C	14.8	0.85752577	Average	-7.416666666	Average	4.44265915	Susceptible	53.6	Susceptible
GC9-7275-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	114	T3_run6	GC9	GC	Average	Average	Central Atlantic	C	18.46	-0.74121909	Average	-11.86666667	Average	-0.65993	Average	29.73333334	Average
CR3-7338-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	18.1	T3_run6	CR3	CR	HighDNB	Susceptible	Hyper-oceanic	C	12.57	0.34382048	Average	-9.266666668	Average	2.61722401	Susceptible	38.93333333	Average
GC2-7276-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	67.4	T3_run6	GC2	GC	Susceptible	Susceptible	Central Atlantic	C	10.5	0.83712725	Average	-6.366666668	Susceptible	3.30311239	Susceptible	44.93333333	Susceptible
BW2-7628-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	98.6	T3_run6	BW2	BW	LowDNB	Resistant	Central Atlantic	C	12.25	-0.54464083	Average	-9.533333332	Average	-1.0690665	Average	15.26666667	Average
EP8-Syn-Rep2-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP8	IP15		T3_run6	Syn-Rep	Syn-Rep													
GE6-7205-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	110	T3_run6	GE6	GE	LowDNB	Resistant	Central Atlantic	B	16.87	0.27553122	Average	-9.066666666	Average	-2.94651183	Average	11.6	Resistant
CG7-7434-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CG7	CG	Average	Average	Hyper-oceanic	C	14.16	-0.16864591	Average	-10.43333333	Average	-2.13741307	Average	18.26666667	Average
CG2-7148-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	102	T3_run6	CG2	CG	Resistant	Resistant	Hyper-oceanic	C	14.8	-1.18217533	Resistant	-14	Resistant	-3.50673114	Resistant	15.86666667	Average
EP8-Pine-Rep3-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP8	IP15		T3_run6	Pine-Rep	Pine-Rep													
GC2-7078-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	GC2	GC	Tolerant	Resistant	Central Atlantic	B	16.87	-2.57383485	Resistant	-16.23333333	Resistant	1.98022077	Average	42.53333333	Average
AC9-7142-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	114	T3_run6	AC9	AC	Average	Average	Cairngorms	B	9.55	0.34434395	Average	-8.233333332	Average	-3.220849	Resistant	16.26666667	Average
GE1-7112-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	79.4	T3_run6	GE1	GE	Average	Average	Central Atlantic	B	13.21	0.5310407	Average	-8	Average	0.19747839	Average	32.26666666	Average
BB5-7600-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	23	T3_run6	BB5	BB	Susceptible	Susceptible	Cairngorms	C	8.28	1.61784612	Susceptible	-2.233333334	Susceptible	7.33480655	Susceptible	64.26666667	Susceptible
RM4-7436-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	106	T3_run6	RM4	RM	LowNR	Susceptible	Cairngorms	C	13.53	0.96222629	Susceptible	-6.916666666	Susceptible	0.96754484	Average	31.2	Average
GT2-7297-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	92.2	T3_run6	GT2	GT	HighDNB	Susceptible	Cairngorms	B	11.78	-0.23493308	Average	-10.06666667	Average	6.37528194	Susceptible	58.59999999	Susceptible
CG6-7344-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	114	T3_run6	CG6	CG	HighNR	Resistant	Hyper-oceanic	C	14.64	-0.40426348	Average	-12.6	Resistant	-2.23774289	Average	15.86666667	Average
GT6-7595-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	GT6	GT	Average	Average	Cairngorms	C	15.6	-0.88249078	Average	-9.533333334	Average	-1.81524131	Average	22.53333333	Average
BW2-7362-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BW2	BW	HighNR	Resistant	Central Atlantic	B	13.85	-0.62184636	Average	-12.43333333	Resistant	-1.23309237	Average	14.6	Resistant
GC9-7589-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	90.2	T3_run6	GC9	GC	Vulnerable	Susceptible	Central Atlantic	B	11.78	1.35058348	Susceptible	-6.3	Susceptible	-3.2273408	Resistant	8.666666666	Resistant
CR9-7469-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CR9	CR	LowNR	Susceptible	Hyper-oceanic	C	12.73	1.03572018	Susceptible	-6.3	Susceptible	2.74163879	Susceptible	32.6	Average
GE9-7053-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	114	T3_run6	GE9	GE	LowNR	Susceptible	Central Atlantic	C	7.8	1.81861478	Susceptible	-5.633333334	Susceptible	-0.29538596	Average	23.86666667	Average
AC1-7329-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	AC1	AC	Average	Average	Cairngorms	B	17.19	0.56454283	Average	-8.033333334	Average	-3.67506458	Resistant	11.2	Resistant
CR4-7211-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CR4	CR	Resistant	Resistant	Hyper-oceanic	C	15.28	-1.75858123	Resistant	-15.93333333	Resistant	-5.65086585	Resistant	5.4	Resistant
BB3-7657-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	114	T3_run6	BB3	BB	Average	Average	Cairngorms	C	17.19	-0.8518858	Average	-8.366666668	Average	-1.96465849	Average	17.86666667	Average
GE8-7333-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	GE8	GE	HighNR	Resistant	Central Atlantic	B	13.85	-1.78322361	Resistant	-14.33333333	Resistant	-2.79442267	Average	16	Average
EP8-Syn-Extr-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP8	IP15	7.82	T3_run6	Syn-Extr	Syn-Extr													
BW6-7173-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	BW6	BW	Tolerant	Resistant	Central Atlantic	B	17.51	-1.010395	Resistant	-12.46666667	Resistant	2.67154543	Susceptible	46.59999999	Susceptible
RM6-7120-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	114	T3_run6	RM6	RM	Average	Average	Cairngorms	C	12.1	-0.64469404	Average	-11.36666667	Average	-2.05936965	Average	23.6	Average
BB5-7171-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	74.8	T3_run6	BB5	BB	LowNR	Susceptible	Cairngorms	B	10.35	0.63589953	Average	-6.033333334	Susceptible	-0.42179338	Average	28	Average
EP8-Pine-Rep1-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP8	IP15		T3_run6	Pine-Rep	Pine-Rep													
RM4-7620-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	0.12	T3_run6	RM4	RM	LowDNB	Resistant	Cairngorms	B	12.57	0.28086658	Average	-9.9	Average	-1.41232707	Average	15.6	Average
CG6-7014-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	CG6	CG	Average	Average	Hyper-oceanic	B	16.71	0.32383966	Average	-11.96666667	Average	-2.36269283	Average	20.26666667	Average
GT6-7618-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	GT6	GT	LowDNB	Resistant	Cairngorms	B	12.41	-0.20158132	Average	-9.2	Average	-3.40317897	Resistant	9.066666666	Resistant
BE2-7500-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BE2	BE	LowNR	Susceptible	Hyper-oceanic	C	12.41	1.38355896	Susceptible	-5.3	Susceptible	4.01919111	Susceptible	34.26666667	Average
AC2-7464-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	106	T3_run6	AC2	AC	Vulnerable	Susceptible	Cairngorms	B	10.82	0.85968435	Average	-6.333333332	Susceptible	-2.89982969	Average	17.33333333	Average
EP8-Amp-Blank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP8	IP15		T3_run6	Amp-Blank	Amp-Blank													
GC5-7178-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	0.12	T3_run6	GC5	GC	Average	Average	Central Atlantic	C	12.1	0.49996133	Average	-8.433333332	Average	-2.10404492	Average	18.93333333	Average
CR9-7298-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	CR9	CR	HighNR	Resistant	Hyper-oceanic	B	15.92	-2.05370066	Resistant	-16.6	Resistant	-2.43350073	Average	13	Resistant
GE6-7213-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	GE6	GE	LowDNB	Resistant	Central Atlantic	C	13.37	0.21179049	Average	-9.5	Average	-0.21901158	Average	16.53333333	Average
AC9-7660-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	104	T3_run6	AC9	AC	LowNR	Susceptible	Cairngorms	C	7.32	1.73494959	Susceptible	-3.3	Susceptible	2.0688868	Average	35.66666667	Average
AC8-7174-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	AC8	AC	Average	Average	Cairngorms	B	14.01	-0.22899029	Average	-8.8	Average	-2.20540727	Average	26.93333333	Average
GC5-7457-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	104	T3_run6	GC5	GC	Resistant	Resistant	Central Atlantic	B	14.01	-1.65828943	Resistant	-14.33333333	Resistant	-3.08224197	Resistant	16.06666667	Average
CR7-7652-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	116	T3_run6	CR7	CR	HighNR	Resistant	Hyper-oceanic	B	14.16	-0.47293618	Average	-12.86666667	Resistant	-2.2792415	Average	12.26666667	Resistant
CG7-7655-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	CG7	CG	Resistant	Resistant	Hyper-oceanic	B	13.37	-1.17301321	Resistant	-15.36666667	Resistant	-3.38134897	Resistant	12.2	Resistant
AC7-7439-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	AC7	AC	Average	Average	Cairngorms	C	15.12	-0.31948662	Average	-9.333333332	Average	0.05529522	Average	8	Resistant
BE2-7141-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP8	IP15	120	T3_run6	BE2	BE	LowNR	Susceptible	Hyper-oceanic	B	11.14	1.53145736	Susceptible	-6.3	Susceptible	0.00077856	Average	23.33333333	Average
EP8-Syn-Rep3-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP8	IP15		T3_run6	Syn-Rep	Syn-Rep													
RM3-7623-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	RM3	RM	HighDNB	Susceptible	Cairngorms	B	11.94	0.38387175	Average	-9.9	Average	3.76299483	Susceptible	35.2	Average
GE2-7555-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	GE2	GE	Resistant	Resistant	Central Atlantic	B	13.53	-1.60175181	Resistant	-12.73333333	Resistant	-2.00419702	Average	14.46666667	Resistant
BE3-7245-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	120	T3_run6	BE3	BE	Average	Average	Hyper-oceanic	C	16.23	0.07128155	Average	-9.933333334	Average	-1.84733103	Average	14.26666667	Resistant
BE3-7237-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP8	IP15	112	T3_run6	BE3	BE	LowNR	Susceptible	Hyper-oceanic	B	8.91	2.14761031	Susceptible	-4.6	Susceptible	1.03535303	Average	38.4	Average
BW6-7567-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BW6	BW	LowNR	Susceptible	Central Atlantic	C	1.11	2.08165628	Susceptible	-2.533333334	Susceptible	-0.98180021	Average	15.73333333	Average
EP9-Amp-Blank-T3-ITS	ITS	T3	control [EFO_0001461]	control		EP6_and_EP9	IP17		T3_run5	Amp-Blank	Amp-Blank													
CG3-7382-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	CG3	CG	Vulnerable	Susceptible	Hyper-oceanic	D	9.39	2.01217954	Susceptible	-6.066666666	Susceptible	-1.88209437	Average	9.333333334	Resistant
CG3-7515-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	CG3	CG	HighDNB	Susceptible	Hyper-oceanic	A	15.92	-0.2034659	Average	-11.08333333	Average	3.0148872	Susceptible	58.66666667	Susceptible
GC1-7368-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GC1	GC	HighNR	Resistant	Central Atlantic	B	11.14	-1.43262145	Resistant	-14.66666667	Resistant	-0.16153398	Average	19.86666667	Average
GT1-7482-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GT1	GT	Susceptible	Susceptible	Cairngorms	A	12.45	0.90902375	Average	-6.233333332	Susceptible	0.7041457	Average	46.66666667	Susceptible
BB2-7055-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	BB2	BB	LowNR	Susceptible	Cairngorms	C	6.53	2.81686649	Susceptible	-2.233333334	Susceptible	-1.29797532	Average	27.6	Average
EP9-Pine-Rep1-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP17		T3_run5	Pine-Rep	Pine-Rep													
RM3-7115-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	RM3	RM	HighDNB	Susceptible	Cairngorms	C	14.16	0.56218801	Average	-9.516666668	Average	5.84387649	Susceptible	52.93333333	Susceptible
GE7-7658-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	GE7	GE	Average	Average	Central Atlantic	C	13.21	-0.19990573	Average	-9.633333334	Average	0.33880594	Average	26	Average
CR3-7642-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	CR3	CR	HighNR	Resistant	Hyper-oceanic	A	15.44	-0.92138162	Average	-14.33333333	Resistant	-2.94536265	Average	18.93333333	Average
CG4-7406-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	CG4	CG	Average	Average	Hyper-oceanic	C	18.3	-0.03330288	Average	-12.28333333	Resistant	-3.08335798	Resistant	7	Resistant
EP9-Syn-Rep1-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP6_and_EP9	IP17		T3_run5	Syn-Rep	Syn-Rep													
GC1-7085-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-27	EP6_and_EP9	IP17		T3_run5	GC1	GC	HighDNB	Susceptible	Central Atlantic	C	15.76	-0.62011794	Average	-11.05	Average	4.30987914	Susceptible	46.86666667	Susceptible
CR3-7619-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	CR3	CR	Average	Average	Hyper-oceanic	B	14.01	0.01232821	Average	-11.1	Average	0.61051784	Average	23.13333333	Average
GE9-7272-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	GE9	GE	Average	Average	Central Atlantic	B	17.51	0.39303062	Average	-10.06666667	Average	-1.44551344	Average	13.33333333	Resistant
EP9-Pine-Rep2-T3-ITS	ITS	T3	Replicate Pinus sylvestris needle phyllosphere	sample		EP6_and_EP9	IP17		T3_run5	Pine-Rep	Pine-Rep													
BB7-7227-T3-ITS	ITS	T3	Pinus sylvestris needle phyllosphere	sample	2023-09-28	EP6_and_EP9	IP17		T3_run5	BB7	BB	Susceptible	Susceptible	Cairngorms	A	8.75	1.66532531	Susceptible	-3.183333334	Susceptible	4.33349984	Susceptible	71.46666666	Susceptible
EP9-Syn-Extr-T3-ITS	ITS	T3	replicate [EFO_0000683]	sample		EP6_and_EP9	IP17		T3_run5	Syn-Extr	Syn-Extr													
